Partner_id,type,Partner_name,Rating_score
111680,Alone,Brian,3.9
56330,Alone,Alex,4.13
96258,Alone,Sayed,3.82
102251,Alone,Joanna,3.83
91385,Alone,Kyler,4.13
8151,Alone,Patrick,4.23
119680,Alone,Eddie,3.99
37200,Kids,Ken,4.15
46672,Alone,Abie,3.89
124621,Relative,Jacqueline,4.06
7650,Alone,Loreto,3.79
122625,Alone,Sarah,4.09
114465,Alone,Matt,4.02
55330,Alone,Ryan,4.27
78963,Alone,Frances,4.06
95921,Relative,Lisa,4.14
34558,Alone,Kate,3.79
17133,Relative,Itzchack,4.37
74655,Relative,Valerio,3.83
38523,Partner,Edgar,3.7
33002,Relative,Christopher,3.92
46482,Alone,Shira,4.27
99370,Alone,Jana,4.42
88012,Alone,Sarah,4.22
49580,Relative,Alicia,3.94
1238,Alone,Vanessa,3.98
24619,Relative,Sara,3.84
100468,Alone,Ade,4.04
70788,Alone,Adam,4.07
85397,Alone,Maxine,3.82
23164,Relative,Armen,3.99
89031,Alone,Sarah,4.18
100096,Alone,Fernando & Jess,3.92
100869,Alone,Josephine,3.54
50078,Alone,Pamela,3.97
8086,Alone,Lisa,4.1
58973,Alone,Yakup,4.11
74488,Alone,Traci,4.3
32048,Alone,Tavish,4.03
105779,Alone,Robert,3.69
125926,Partner,Dilini,4.13
129053,Alone,Ming,4.21
105210,Relative,Jonathan,3.92
45362,Alone,Azoil,4.09
109911,Alone,Enrique,4.47
17058,Alone,Samuel,4.31
2264,Alone,Kimberly,4.08
24793,Alone,Byron,4.05
26502,Alone,Matt & Crutch,3.95
126734,Alone,Ashlee,3.75
25179,Alone,Jason,4.07
91993,Alone,Serdar,4.16
5926,Alone,Shirley,4.17
9412,Alone,Ken,4.19
79470,Alone,Abby,3.78
79386,Alone,Joyell,4.21
125887,Alone,Maritza,3.9
82569,Alone,Kara,3.76
118895,Alone,Liliana,4.51
42864,Alone,Rachad,3.98
29687,Alone,Emma,3.85
118134,Alone,Cristy,4.17
42298,Relative,Amira,4.04
66521,Alone,Caroline,3.96
105969,Relative,Christina,3.65
121861,Alone,Ben,3.94
117697,Alone,Judy,4.12
108849,Alone,Jason,4.03
103024,Alone,Evan,4.12
19220,Alone,Offer,4.15
42903,Alone,Martha,4.32
61967,Alone,Mel,4.05
12826,Kids,Ioannis,3.99
71961,Alone,MG & Larry,4.19
86054,Alone,Kesina,3.56
16183,Alone,David,4.31
34309,Relative,Summer,4.52
107269,Alone,Helen,3.74
12817,Alone,Andrew,4.15
57606,Alone,Anna,3.89
57768,Alone,Chaima,4
97108,Alone,Kazumi,4.12
70910,Alone,Jeanine,3.63
120855,Alone,Emilie,4.25
39087,Relative,Fawn,4.33
114577,Relative,Terry,3.93
117040,Alone,Dimitar,4.51
4950,Alone,Geoffray,4.06
115131,Alone,Oleg,3.89
52815,Relative,Ella,3.75
35690,Alone,Deepti,3.8
55591,Alone,FrÃ©dÃ©rique,4.2
11877,Alone,Michael,4.07
6547,Alone,Jennie,4.33
65178,Alone,Nellie,3.97
71364,Relative,Hadar,4.43
61976,Alone,Amy,3.58
49391,Alone,Art,3.91
64325,Alone,Shivani,4.03
3557,Alone,Raanan,4.18
102327,Alone,Rob,4.2
114077,Relative,Raanan,4.17
49060,Kids,Jimmy,4.14
41459,Alone,Yasir,4.06
92650,Alone,Julia,4.08
93709,Alone,Adrian,3.57
59,Alone,Angelika,4.23
35557,Alone,Nataly,4.16
54640,Alone,Samantha,4.15
105578,Partner,Christina,3.93
30260,Alone,Jesse,4.01
83396,Alone,Clementine,4.05
11531,Alone,Lindsay,4.11
34020,Alone,Vernise,4.32
113958,Relative,Stephanie,3.72
71326,Alone,Casey,4.05
7689,Alone,Ryan,3.85
18221,Alone,Donald,3.89
54083,Alone,Waybridge,3.96
55289,Alone,Arthur,4.21
124090,Relative,Julie,4.12
11232,Alone,B,4.11
82733,Alone,Scott,4.18
36916,Alone,Benjamin,4.13
64310,Alone,Irma,4.46
62086,Alone,Luqian,3.75
44562,Partner,Carol,4.1
72443,Relative,Joshua,4.44
94824,Alone,Sergio,3.84
64997,Alone,Fay,3.58
3453,Alone,Martin & Hande,4.37
67630,Alone,Maisha,4.08
24882,Alone,Paula,4.08
1037,Alone,Charlie,3.5
59835,Alone,Ken,4.22
108992,Alone,Han,3.81
111925,Alone,Jennifer,4.14
7418,Alone,Xu,4.13
9134,Alone,Rahul,4.3
126995,Relative,Eric,3.99
71456,Alone,Kate,4
29574,Alone,Vincent,3.89
36873,Alone,Kristen,4.25
22379,Alone,Kila,4.15
114635,Alone,Matt,4.08
99271,Alone,Tate,4.28
61850,Alone,Susan,3.96
87001,Alone,Florencia,4.1
27818,Alone,Host,3.93
105640,Relative,Joseph,3.77
109971,Alone,Dean,3.82
104797,Alone,Michael,4.1
15321,Alone,KrisztiÃ¡n,4.07
108709,Alone,Nicole,3.65
38993,,Eric,4.14
105711,Partner,Chris,3.88
60756,Alone,Mingmar,3.92
92094,Alone,Dhruv,4.42
99154,Alone,Lori,4.08
123949,Alone,Eugene,4.11
15735,Alone,Eugene,4.17
51608,Alone,Yang,3.9
117172,Alone,Gordon,3.95
78761,Alone,Amanda,3.94
38577,Relative,Alicia,3.41
100188,Alone,Scott,3.63
61997,Alone,Amaya,3.47
46548,Partner,Kara,4.03
103100,Alone,Ken,3.82
51030,Alone,Emmie,3.91
118291,Alone,Cody,4.04
57702,Alone,Sarah,4.02
25487,Alone,Kendall,4.37
45630,Alone,Rita,4.1
1904,Alone,Jacob,4.53
117987,Alone,Mor,4.01
105833,Partner,Erin,4.4
68424,Alone,Troy,3.87
3661,Alone,Roei,3.91
15499,Alone,Jessica,4.57
79890,Alone,Douglas,4.12
112691,Alone,Thobey,3.97
6482,Alone,Natalie,3.65
107095,Partner,Colin,3.41
28634,Alone,Vikas,4.07
10019,Alone,David,3.82
58165,Alone,J.A.,3.98
103754,Partner,John,3.82
39502,Alone,Daniel And Christianne,4.12
18948,,Janet,4.11
125871,Alone,Arash,3.87
91387,Alone,Leigh,3.96
8806,Alone,Justin,3.8
33475,Alone,Gilbert,3.96
27503,Alone,Fanny,4.08
109890,Alone,Sonya,4.18
63783,Alone,Julien,4.09
64154,Alone,Jose,4.08
17665,Alone,James,4.15
86603,Alone,Hattie,3.85
29337,Alone,Tal,3.61
80649,Relative,Andy,4.38
21432,Alone,Rob,4.2
42865,Alone,Joanna,3.94
1474,Alone,Inna,3.87
87581,Alone,PeiYoung,3.92
17358,Alone,Constanza,4.12
18521,Alone,Autumn,4.26
326,Alone,Lisa,3.89
60630,Alone,Claudia,4.13
125383,Alone,Dashiell,4.34
97482,Alone,John,4.24
85015,Alone,Josephine,4.11
93271,Others,Sinida,3.8
25843,Alone,Dani,4.13
128110,Others,Alison,4.2
5176,Relative,Natalia,3.82
118363,,Emine Gozde,3.88
14742,Alone,Alex And Maya,4
97369,Alone,Lou,4.44
84290,Alone,Whitney,3.76
10932,Partner,Razia,4.04
88869,Alone,Aris,4.47
34270,Alone,Joanna,4.04
84089,Alone,Oliver,4.02
102253,Alone,Abbey,3.96
92031,Alone,Cody,4.14
50906,Alone,Johannes,4.1
67342,Partner,Dhwani,4.34
19453,Alone,Anais,4.1
110411,Alone,Priscila,3.71
30697,Alone,Adam,4.36
114688,Alone,Alex And Zeena,3.96
114353,Alone,Alex And Zeena,4.02
115535,Alone,George Steven,4.14
121046,Alone,Vanessa,4.18
23473,Alone,Roman,3.74
5711,Alone,Stephanie,3.96
97242,Alone,Natalie,3.84
40254,Alone,Robert,4.11
50374,Alone,Shelley,3.98
26414,Alone,Geraldine,4.3
91676,Relative,Naief,3.77
122166,Alone,Shlomit,4.1
58298,Alone,Marco,4.15
9578,Relative,Cristina,3.68
22328,Alone,Chana,4.38
17175,Alone,Ainslie And John,4.13
51154,Alone,Marissa,3.9
13349,Alone,Chantelle,3.74
122180,Alone,Heather,4.16
45885,Alone,Lili,3.96
28549,Alone,Martin,4.06
127197,Alone,G. Matthew,3.83
29918,Relative,Hadass,4.06
125819,Alone,Lucilu,3.9
107158,Alone,Jasna,4
60542,Alone,Igor,3.75
8430,Partner,Talor,4.18
47942,Relative,Fredrik,3.82
97711,Relative,Alessandro,3.87
69483,Alone,Mary,4.1
25864,Relative,Audrey,4.32
51899,Alone,Corporate Housing,4.07
75433,Alone,Alex,3.94
107236,Partner,Joel,3.53
98933,Alone,Maya,4.11
69099,Alone,Elaine,3.73
81188,Partner,Swati,4.04
70485,Alone,Nicole,4.1
107811,Alone,Kaitlin,4.17
97394,Relative,Ashley,4.3
32765,Alone,Donna,3.66
111357,,Peter,4.24
105273,Relative,Agata,4.05
45996,Alone,Marwan,4.5
93388,Alone,Ariana,4.12
120844,Alone,Sherice,4.27
62893,Alone,Gary,4.14
129291,Alone,William,4.09
92799,Alone,Jeannine,4.64
68071,Alone,Jon,4.11
83694,Alone,Johnny,3.5
25051,Alone,James & Shaun,4.18
78746,Alone,Jay,4.35
17893,Alone,Nick,3.79
105092,Alone,Corporate Housing,3.89
20460,Relative,Nickesha,3.97
81737,Alone,Corporate Housing,3.92
42868,Alone,Gabriel,3.59
17423,Alone,Nicolas,4.24
118837,Alone,Aurora,3.73
122733,Alone,Jason,4.24
60498,Alone,Anthony,3.45
6092,Others,Johnny,4.15
103586,Alone,Iveta,3.88
3554,Alone,Tory,4.03
33121,Alone,Deena,4
108688,Alone,Oliver,3.63
80232,Relative,Gordon,4.05
31470,Partner,Sonia,3.58
54373,Alone,Claudia,3.5
24419,Alone,Victor,3.76
40690,Alone,G. Matthew,4.24
124674,Relative,Diane,4.03
19742,Alone,Lydia,4.08
109157,Alone,Adam,3.91
50290,Alone,Stacey Rae,4.11
74677,Relative,Cheno,4.07
74882,Partner,G. Matthew,4.25
87316,Alone,Irene,3.99
78282,Alone,Andrew,4.11
128947,Partner,Anthony,3.91
53760,Alone,Lauren,3.61
116880,Alone,Jeffrey,3.58
62397,Alone,John,4.37
6640,Alone,Severino,4.1
4193,Others,Christine,4.4
19893,Alone,Lorna,4.19
24329,Alone,Ann,4.06
63696,Alone,Joe,4.22
76823,Alone,Amy,3.78
117045,Alone,Debra,3.8
62347,Alone,Nikki,3.95
80278,Alone,Carmen,3.61
46659,Relative,S,3.83
45379,Alone,Matthew,3.95
110722,Alone,Mileaka,4.1
62238,Alone,Jim,3.76
71555,Partner,M,3.96
34645,Alone,Thomas,3.91
123552,Alone,Lucien,3.94
109754,Alone,Kelly,4.19
125011,Relative,Ezgi,3.81
89346,Alone,Juan,4.18
67951,Alone,Nancy,4.08
8274,Alone,Kristen,4.5
8630,Alone,Tommy,3.92
35179,Alone,Jorge,4.02
58804,Alone,Shunan,3.91
22450,Alone,J.,4.15
223,Partner,Pl,4.18
11700,Relative,Louisa,4.06
107640,Alone,Inji,3.92
81794,Alone,Jordy,4.05
7741,Alone,Sarah,4.06
124478,Alone,Virgilio,4.08
110218,Alone,Sarah,3.76
111429,Alone,Negra,3.84
76948,,Horacio,3.77
66650,Alone,Steven,4.23
97377,Alone,Eric,3.87
80809,Alone,Carol Ann,4.02
61975,Relative,Alexandria,4.19
113378,Alone,Jared,3.42
6393,Alone,Sheng,3.99
121818,Alone,Joelle,3.92
73167,Alone,Chapman,3.85
26197,Alone,Brandi,4.23
122563,Alone,Jeniffer,4.07
72510,Alone,Michael,3.78
99011,Alone,Boram,4.16
27773,Alone,Leslie,4.01
38758,Kids,Kevin,4.43
18178,Alone,Kevin,4.14
101430,Alone,Tim,3.89
91551,Alone,JesAnn,4.17
30444,Alone,Miles,4.17
112296,Alone,Christina,3.98
20761,Relative,Andrew,3.62
82356,Alone,Bridge,4.12
10631,Kids,Kara,4.3
55581,Alone,Christopher,4.01
15363,Relative,Tamara,3.79
84039,Alone,Johno,4.12
3658,Alone,Konstantin,3.7
76333,Alone,Tara,4.22
58696,Partner,Brittany,3.67
12372,Alone,Shaquana,3.82
20574,Alone,Charlotte,3.71
82955,Alone,Wayne,4.22
21188,Alone,Carly,3.87
10686,Alone,Marie SalomÃ©,4.22
58773,Alone,Caroline,3.81
89912,Alone,Fianna,3.86
58273,Alone,Mona,4.09
39078,Partner,Amanda,4.14
101175,Alone,Henry,4.04
86921,Alone,Yvonne Yuan,4.1
81035,Alone,Laura,3.93
71411,Alone,Will,4.15
49626,Relative,Jeniffer,3.78
36623,Alone,Marta,4.21
8164,Alone,Matthew,4.18
50117,Alone,Jason,3.86
56237,Alone,Mi,4.48
51315,Alone,Mike,4.21
102770,Alone,Allegra,3.89
48312,Alone,Amelia,4.36
119082,Alone,Elissa,4.31
120969,Relative,Deirdre,3.88
73010,Alone,Sabrina,3.86
88902,Alone,Clayton,3.83
40274,Alone,Benjamin,4.2
94562,Alone,Emily,4.46
106673,Alone,Shirley,4.19
127416,Relative,Kathryn & Tobias,3.62
59827,Relative,Christina,4.16
122120,Alone,Priya,4.15
107571,Alone,Melani,4.15
45321,Alone,Jowelle,3.92
84849,Alone,Marisha,3.75
75349,Alone,Alida,3.79
2835,Group,Michael,4.26
8246,Alone,Fahmida,4.05
64761,Alone,Weimin,3.94
105417,Alone,Ivan,3.84
72927,,Tess,3.86
97390,Alone,Dominick,3.79
26527,Alone,Elizabeth,4.19
55560,Alone,Tov,4.21
127231,Alone,Goerge,4.19
10713,Relative,Brian And Rachel,3.97
31618,Alone,Joelle,4.04
55339,Alone,Ryan,4.18
45232,Partner,Mara,3.91
38862,Alone,Luis,4.56
13796,Alone,Ivan,4.23
124869,Alone,Nacho,4.21
72872,Alone,Kathy,3.96
107454,Alone,Abigail,4.06
83135,Alone,Makiko,4.17
79307,Partner,Elizabeth,4.15
84434,Alone,Julia,3.82
89059,Kids,Brian,3.75
73469,Alone,Jeremy & Laura,3.88
15947,Alone,Jeremy & Laura,3.98
18515,Relative,Amanda,4.04
63359,Alone,Summer,3.84
60194,Alone,Sandra,4.17
11175,Alone,Todd,4.04
71920,Relative,Host,4.46
85247,Alone,Ruchi,4.07
26033,Relative,Brett,4.29
13393,Alone,Kelly,4.26
76182,Alone,Fernando,3.83
25760,Alone,Stephen,3.62
11249,Alone,Miles,3.78
18862,Relative,Charlie,4.24
13343,Others,Corporate Housing,3.48
16944,Alone,Samantha,4.2
29569,Relative,Jon,3.97
108153,Alone,Rich,3.85
57435,Relative,Kelsye,3.85
6568,Alone,Brooke,4.07
19738,Alone,Valeria,3.51
69632,Alone,Jill,4.23
62901,Others,Rose,3.95
90981,Alone,Laetitia,4.13
129878,Relative,Rose,3.68
123837,Alone,Joseph,4.37
107391,Relative,Aandrea,4.05
33888,Alone,Remy,3.77
67048,Alone,Rohan,3.55
75958,Alone,Ruthy,3.91
114921,Alone,Jackie,4.17
120435,Alone,Markus,4.3
58134,Relative,Ryley,4.08
8207,Alone,Scott,3.9
41018,Alone,Emma,4.11
111453,Alone,Maba,4.09
19579,Alone,Maba,3.53
85201,Alone,Maba,3.83
110514,Relative,Scott,3.71
103060,Alone,Summar,4.26
102027,Alone,Sam,3.83
23175,Alone,Kenneth,3.58
32306,Alone,Ilkay,3.76
65452,Alone,Linda,4.23
113607,Alone,Jj,3.89
115609,Relative,Nikita,3.84
44393,Alone,Haffro,3.9
30923,Alone,Sarah,4.06
11381,Alone,Natalie,4.13
67204,Alone,Este,3.67
30178,Alone,Lila,3.81
111906,Alone,Scott,4.1
45499,Alone,Alina,3.92
63158,Alone,Alon,4.08
99738,Alone,Miho And Justin,3.4
101213,Relative,Olivia,3.79
8636,Alone,Olivia & Fadia,4.02
30778,Relative,Ken,4.01
123953,Alone,Sean,4.02
117364,Alone,Ken,4.22
82723,Alone,Elena,3.93
125283,Relative,Aleksandra,4.12
40318,Relative,Ericka,4.18
103829,Relative,Santiago,4.15
16882,Alone,Cynthia,3.88
28712,Relative,Thiago,4.06
106100,Partner,Erica,3.43
86141,Alone,Benjamin,4.26
107531,Alone,Sita,4.35
74583,Alone,Pedro,4.02
42341,Alone,Chelsea,3.75
42244,Alone,Levi,3.94
25443,Alone,Charly,4.12
46716,Relative,Seamus,4.35
102953,,Emme,3.9
34552,Alone,Carolyn,3.74
125809,Alone,Thomas,4.02
121452,Alone,Jasmine,4.38
40278,Alone,Christina,4.4
57693,Relative,Alvina,3.89
13992,Alone,Nick,4.08
67741,Alone,Myles,3.6
117641,Others,Philip,4.02
62469,Alone,Chris,4.11
11731,Alone,Cornelia,4.11
41509,Relative,Jourdain,4
63830,Alone,Kait,3.89
78140,Alone,Sasha,3.77
76282,Alone,Perry,4.09
34812,Alone,Evelyn,3.79
39165,Alone,GrÃ©goire,3.78
83905,Alone,Natalie,4.25
37191,Alone,Richard,4
118892,Kids,Nick,3.97
20292,Alone,Maya,3.89
66139,Alone,Philip And Kerstin,3.88
7947,Alone,Jeff,4.34
40018,Alone,Elisa,4.08
114636,Alone,Andrew,4.25
111300,Alone,Jocelyn,4
94229,Alone,Zafir,4.18
20813,Alone,Brooke,3.92
50982,Alone,Shilpa,3.76
82163,Alone,Dory,3.98
72999,Alone,Amadeus,4.14
35074,Alone,Inna,4.11
22365,Alone,Brendan,3.26
17219,Alone,Catalina,4.09
69735,Alone,Gryphon,3.69
30045,Relative,Shriya,4.01
41378,Alone,Nir,4.33
26478,Partner,Gladys,4.13
119970,Alone,Carolyn,3.92
104802,Alone,Ellen,3.88
105233,Alone,Joy,3.81
96440,Alone,Catherine,3.71
51436,Alone,Luis,3.67
58813,Partner,Yi,4.06
2652,Alone,Elka,3.62
81546,Alone,Rachel,3.93
83402,Partner,Angie,3.98
75722,Alone,April,4.01
11894,Relative,John,4
105318,Alone,Helen,4.02
60872,Relative,Chloe,3.7
19473,Alone,Diana,3.57
111626,Alone,The Mahogany Suite(Studio Apartment,4.03
117856,Partner,Rachel,4.21
119043,Alone,Paul,3.64
7038,Relative,Rachel,4.13
84124,Alone,Wanda,3.77
113938,Alone,Jennifer,3.82
114922,Alone,Randy,4.19
35157,Partner,Patrick,3.84
103966,Alone,Stephanie,3.68
21811,Partner,Laura,3.9
30093,Alone,Anna,4.09
48644,Partner,Katina,4.02
115271,Alone,Nikki,3.8
121009,Alone,Dion,3.93
120569,Alone,Ana,3.61
78018,Alone,Alan,3.79
104216,Alone,Giuseppe,4.07
9684,Alone,Emine,3.56
121228,Alone,Shuchi,3.83
31878,Others,James,3.57
72114,Alone,Gino,4.14
41333,Alone,Sophia,4.12
58214,Relative,Wayne,4.03
125738,Alone,Renee,3.96
88424,Alone,A.R.,4.16
97312,Partner,Doug,3.84
95365,Alone,Tianna,3.99
25473,Alone,Carina,4.26
42691,Alone,Krys,4.09
63452,Alone,Ike,3.88
57031,Alone,David,4.19
90326,Alone,Jane,3.58
47575,Alone,Tiffany,3.47
119958,Alone,Ivana,3.79
14072,Alone,Christine,3.59
8930,Alone,Doug,4.31
3439,Alone,Ruchi,4.06
86052,Alone,Amanda,3.89
20790,Alone,Anthony,3.64
68755,Relative,Maxime,3.73
21554,Alone,Mara,4.06
73970,Alone,Medina,4.28
15036,Alone,Gina,3.81
85155,Alone,Alon,4.13
81874,Alone,Carlos,4.11
18292,Alone,Helen,4.01
70659,Alone,Jon,4.2
103300,Relative,Oliver,4.14
42166,Relative,Joshua,4.34
55357,Alone,Marushka,3.75
97024,Alone,Alessia,3.77
41539,Alone,AuralÃ­s,3.74
36741,Relative,Ruchi,3.83
54706,Relative,Alis,4.24
20372,Alone,Petya,4.04
63789,Kids,Aurore And Jamila,3.75
13768,Partner,Alicia,3.9
45556,Alone,Charis,3.85
128600,Alone,Shanthony,4.2
21787,Alone,Warren,3.71
78659,Alone,Corporate Housing,4.07
45855,Alone,Ben,4.15
76270,Alone,Kathy,4.25
33045,Partner,Alexandre,3.37
32422,Alone,Ryan,4.33
44748,Alone,Brandy-Courtney,4.3
10386,Alone,Jennifer,4.11
54969,Alone,Rhonycs,4.03
124045,Alone,Jeremy & Angela,3.75
126164,Alone,Laura,3.63
16989,Relative,Jazmin,4.05
103679,Alone,Claire,3.79
86627,Alone,Derek,4.53
29154,Alone,Kate,3.69
112280,Partner,Andy,4.01
52667,Relative,Jessica,4.11
7818,Others,Ken,3.86
52939,Alone,Pete,3.72
1636,Alone,Julie,3.7
88797,Partner,Sam And Britt,3.82
10614,Alone,Ramazan,4.14
102946,Partner,Olga,3.67
78253,Alone,Dijana,3.79
111278,Alone,Dasha,3.91
57799,Alone,Cha,4.36
51678,Partner,Ryan,4.26
13919,Alone,Ambre,4.57
58258,Partner,Ilona,3.98
50859,Alone,Emily,3.99
102087,Alone,David,3.91
84488,Alone,Nnenna,4.57
125536,Alone,Paul,4.02
38271,Relative,Thorill,4.15
80310,Alone,Jerome,3.64
64071,Alone,Avery,4.2
90779,Alone,Alexandra,4.23
51367,Alone,Xenia,3.67
49073,Alone,Oonamaria,3.67
77831,Alone,Paul,3.98
68655,Alone,Joann,3.83
12198,Alone,Ruchi,3.97
50154,Relative,Stella,3.93
129607,Alone,Joseph,4.14
46166,Relative,Carlota And Jessica,3.68
84189,Relative,Cesar,4.08
124929,Alone,Karen,4.15
36797,Alone,Anne,4.31
49758,Alone,Brooklyn&   Breakfast    -Len-,4.53
56545,Alone,Daljit,3.61
33380,Alone,Rachel,3.56
68206,Alone,David,3.98
27877,Alone,Torell,4.13
84710,Alone,Alex,4.15
76538,Alone,John,4.02
65763,Alone,Viktoria,4.07
123296,Relative,Lan,3.88
116228,Alone,Gaspard,4.27
124274,Alone,Ruchi,3.53
108523,Alone,Jeremy & Laura,3.98
73557,Alone,Sami,3.99
21416,Alone,Jeremy & Laura,3.73
3440,Alone,Daniel,4.23
90292,Relative,Mina,4.31
124763,Alone,Ceri,4.13
19298,Alone,J. Cobb,3.65
65076,Relative,Aksa,3.94
53362,Alone,Maria,3.96
103429,Alone,Franco,4.13
93118,Alone,Nepreil,3.97
66061,Alone,Huw,4.02
91271,Partner,Craig,4.19
92698,Alone,Melina,3.85
83084,Alone,Richard,4.28
109442,Alone,Candy,3.71
97549,Alone,Clyde,3.91
89328,Alone,Laverne & David,3.81
39084,Alone,Jared,3.73
10259,Alone,Kimberly,3.92
4175,Alone,Patty,3.49
82745,,Benedetta,4.01
72143,Relative,Carol,3.51
40562,Alone,Rami,3.85
112721,Alone,Eytan,3.74
7839,Alone,Curtis,3.73
54939,Alone,Clara,3.63
38799,Alone,Sameer,3.99
92512,Alone,Elizabeth,3.81
31087,Partner,Linda,3.94
108245,Alone,Sophia,3.86
127438,Alone,Viviana,3.76
55671,Relative,Steven,3.81
106675,Alone,Anne,3.74
102370,Alone,Andra,3.92
42148,Relative,Marisha,3.89
9145,,Megan,3.63
87492,Alone,Randi,4.11
87967,Alone,Jackie,3.87
128672,Alone,Andres,4.19
56060,Alone,Nickesha,4.12
1397,Alone,Mollie,4.28
108912,Alone,Sun-Young,3.95
89472,Alone,Susan,4.27
118087,Relative,Sho-Boo Of Sho-Boo Suite,4.25
41574,Alone,Marc,3.92
74527,Alone,Yvette,3.94
115207,Alone,Will & Clara,3.95
56995,Alone,Francisca,3.83
114626,Alone,Sharina,4.05
102518,Relative,Lilly,4.06
118819,Alone,Emily Rose,3.61
14828,Alone,Jamis,3.6
52280,Relative,Adam,3.29
123858,Alone,Nicole,4.01
4130,Alone,Fabio,3.11
61334,Partner,Nick,4.11
37601,Alone,Melody,4.11
56463,Alone,Melissa & Rondie,3.91
72754,Alone,Charles,3.75
15737,Alone,Madi,3.55
32939,Relative,Dionne,3.99
90673,Alone,Pipi,4.27
116704,Alone,Julie,4.09
91252,Alone,Richard,3.7
45288,Alone,Martha,3.66
1849,Alone,Linda,3.5
86717,Alone,Saba,3.86
93911,Alone,Hai-Hsin,4.2
61186,Alone,Aimee,3.89
35842,Alone,Amy,4.22
81248,Alone,Chadanut,4.05
115242,Alone,Abeni,3.75
117278,Alone,Genevieve,3.83
121113,Alone,David,4.23
18639,Alone,Joe & Jay,4.14
98197,Alone,Kristy,4.14
117349,Alone,Edyta,3.62
6694,Alone,Regina,3.71
30974,Alone,Kristine,3.71
67692,Alone,Ricardo,4.21
4108,Alone,Jenya,4.38
26005,Alone,Stephanie,4.06
59746,Alone,Chuck,3.86
113475,Alone,Bekah,4.05
5769,Alone,Michael,4.32
6075,Alone,Alexander,4.27
38341,Relative,Veronica,3.76
93421,Alone,Chondra,3.78
34829,Alone,Victor,4.31
12906,Alone,Josh,4.19
89965,Alone,Kostas,4.22
58107,Alone,Orianna,3.8
46083,Alone,Talia,3.75
48222,Alone,Luca,4.2
79914,Alone,Manny & Gemma,3.98
98505,Alone,Cynthia,3.81
6386,Alone,Abby,4.09
109832,,Liza,4.14
92868,,Natalie,3.3
73988,Alone,Megan,3.67
34993,Relative,Raul,3.54
110006,Alone,Jacob,3.44
42801,Alone,Oran,3.9
127812,Alone,Naseef,4.27
80834,Alone,Gloria,4.28
35092,Alone,Michael,3.91
103799,Alone,Ken,3.72
98006,Alone,Cass,4.3
23899,Alone,Madelyn,3.61
78099,Alone,George Steven,4.3
28214,Relative,Josefina,3.9
86418,Relative,Tyler,4.08
108127,Relative,Pamela,4.21
40013,Alone,Heather,3.75
74531,Alone,Rui,4.39
15454,Alone,CRNY Monthly Rentals,4.02
95772,Alone,Jason,4.09
35388,Partner,Jeremy & Laura,3.82
99547,Alone,Joshua,3.9
121572,Alone,Anthony,3.95
26786,Alone,Ariel,3.82
7797,Relative,Jules,3.66
72463,Alone,Laura,3.8
73099,Alone,Rameera,3.73
21346,Alone,Carly,3.71
110696,Alone,Oscar,3.67
112631,Partner,J.D. & Stephanie,3.89
78608,Alone,Brian,4.45
85832,Alone,Erik,3.6
120963,Relative,Brandon,3.34
50431,Alone,Jasmin,3.85
119728,Alone,Mimie,4.16
64624,Alone,Antonio,4.32
113686,Alone,Antonio,4.18
42109,Alone,Eleanor,3.5
128070,Partner,Rory,4.05
26307,Alone,Alejandra,3.83
48274,Alone,Wenqin,3.77
116486,Alone,Stephen,4.11
12472,Alone,Marjorie,3.98
109451,Alone,Mark And Annunziata,3.88
42479,Alone,Lauren,4.15
115037,Alone,Daniel,3.76
3383,Alone,Zev,3.76
33202,Alone,Cindy,3.64
53436,Relative,Kristin,4.26
86296,Alone,Victoria,4.14
102250,Alone,Ruben,4.14
125913,Alone,Biljana,4.06
27295,Relative,June,3.7
15917,Relative,Valentina,3.83
33768,Alone,Mihaela,4.34
100023,Alone,Sharon,3.88
103627,Alone,Sheila & Tony,4.11
2795,Alone,Ben,4.06
28685,Alone,Yuliang,4.19
71128,Relative,Laura,4.24
119883,Alone,Loren,4.29
36915,Kids,Stacey-Ann,3.96
105851,,Maverick,4.33
2430,Partner,Henry,4
14732,Alone,Kerry,3.75
108043,Alone,Anastasia & Jeremy,3.55
95436,Alone,Adora,3.8
46758,Partner,Tiffani,3.94
15077,Alone,David,3.53
58692,Alone,Sky,3.67
63352,Alone,Alexa,3.98
4713,Alone,Johnny,3.88
60738,Alone,Zach,4.06
52193,Others,Jamil,4.28
99295,Alone,Kayleen,4.09
17768,Alone,Lee-Ann,4.3
23266,Relative,Tasha,3.77
40446,Alone,Anthony,3.79
103193,Alone,Jocelyn & Jake,3.44
66437,Alone,Michelle & Heddy,4.16
78742,Alone,Mike,4.04
80821,Alone,Faiza,4.13
35803,Alone,Carrie,3.58
64755,Alone,Lauren,3.72
51249,Alone,Adrien,3.6
39394,Alone,Alessandra,4.29
33487,Relative,Lena,3.66
61112,Alone,Kara,3.56
93691,Alone,Andrew,3.52
63095,Alone,John,3.9
20527,Alone,Andria,3.64
34390,Relative,Joshua,4.07
2326,Relative,Barry,4.05
53836,Alone,Chin,3.93
21711,Kids,Lisa,3.93
65550,Alone,Ursula,3.9
116714,Relative,Nicolas,3.59
70919,Alone,Chikie,4.05
84529,Alone,Max,3.74
301,Alone,Edyta,4.28
110292,Alone,Mia,4.05
