Loan_id,LoanAmount,Term,InterestRatePerYear ,Loan_Contract_Type,Process_date,Client_id,Repayment_id
37331,29504,59,9.004014093,CL,19/09/2019,119101,44428
68938,33680,59,9.945025941,CL,19/09/2019,39572,74871
53660,18085,59,12.2828691,CL,19/09/2019,94244,89505
51300,19701,58,19.70601976,CL,19/09/2019,769,84094
113509,18793,59,10.79378435,CL,19/09/2019,80195,74914
101830,11054,59,13.76644731,CL,19/09/2019,974,10274
25268,21302,59,11.51417882,RL,19/09/2019,53360,55154
23310,9438,58,12.13442112,CL,19/09/2019,123551,20060
98269,8378,59,22.8770606,CL,19/09/2019,18758,17554
69307,25929,59,12.20515246,CL,19/09/2019,18971,85506
88719,19463,59,16.33607895,CL,19/09/2019,118263,23036
120661,7782,59,20.50638569,CL,19/09/2019,75489,112124
82825,31065,58,10.88114278,CL,19/09/2019,14930,25786
8079,8362,59,8.956021372,CL,19/09/2019,49829,50456
5649,7381,58,7.000433326,CL,19/09/2019,106632,53537
43242,16606,58,10.49722755,RL,19/09/2019,60517,100769
58790,9001,59,7.848556806,CL,19/09/2019,40888,64437
54261,34092,59,10.45593359,CL,19/09/2019,96288,101885
101849,5025,58,10.38590745,CL,19/09/2019,61132,121448
129078,29798,59,11.1404891,CL,19/09/2019,125338,85649
26110,33133,59,12.63652949,CL,19/09/2019,9229,13452
87010,5790,59,10.41806269,CL,19/09/2019,83528,8823
15114,26541,58,12.41915924,CL,19/09/2019,46138,106680
57103,1637,58,7.076902233,CL,19/09/2019,49544,45450
103144,16184,59,16.30047042,CL,19/09/2019,107125,4633
114482,32041,59,11.80270515,CL,19/09/2019,29620,102396
116547,26184,58,13.95740255,RL,19/09/2019,47324,59999
48358,20535,59,15.90784737,CL,19/09/2019,6362,39090
21751,28901,58,13.20199559,CL,19/09/2019,87,10000
9102,14422,59,10.71559993,CL,19/09/2019,11230,114729
105655,17958,59,11.84882407,CL,19/09/2019,114345,70445
105940,6692,59,11.36027764,RL,19/09/2019,77076,81682
90109,15393,59,8.394985575,RL,19/09/2019,97456,64063
11705,26358,59,7.970824759,CL,19/09/2019,3676,60085
13421,17451,59,10.27878426,CL,19/09/2019,52120,39486
59171,19624,58,12.11823492,CL,19/09/2019,21570,42123
55728,25103,58,15.24256846,CL,19/09/2019,68107,74709
88422,29930,59,6.388112068,CL,19/09/2019,100541,71997
116235,25713,59,17.45840901,RL,19/09/2019,40288,42025
91537,9845,58,14.85940581,CL,19/09/2019,94437,115390
103538,6622,58,15.17544412,CL,19/09/2019,85045,107018
39339,17537,58,12.63281302,RL,19/09/2019,125592,26123
76084,6051,59,9.819749725,CL,19/09/2019,48234,126172
73761,11232,59,6.985129617,CL,19/09/2019,88291,79546
41227,19397,59,5.420921075,CL,19/09/2019,73178,5951
123519,8885,59,7.471617774,CL,19/09/2019,22684,43879
127632,16729,58,18.89002854,CL,19/09/2019,101396,103016
122926,4217,59,9.680219295,CL,19/09/2019,68930,43236
101813,10600,36,12.32523275,CL,19/09/2019,68954,55887
51371,8582,59,14.4385719,CL,19/09/2019,63827,56091
102977,5352,59,6.161281435,CL,19/09/2019,109438,117279
95612,15852,58,15.73084011,RL,19/09/2019,41285,56129
84895,25471,59,9.696849481,CL,19/09/2019,17773,23183
9801,7975,58,13.37407044,CL,19/09/2019,44995,26286
3320,10617,59,16.32985413,CL,19/09/2019,125488,99067
90939,19531,59,10.63615965,,19/09/2019,60874,76288
45824,16965,59,15.15896296,,19/09/2019,9854,98855
33086,10475,59,14.2038835,RL,19/09/2019,114208,7677
12731,19382,58,5.498577936,CL,19/09/2019,63178,122397
113792,9274,59,9.145829412,CL,19/09/2019,95873,71266
92902,14567,59,15.14397208,CL,19/09/2019,1036,92472
48554,16974,36,8.885509372,CL,19/09/2019,30351,64513
28546,15312,59,12.35932507,CL,19/09/2019,123391,89612
112171,31491,58,5.563276364,CL,19/09/2019,111860,115831
126087,16322,59,9.985084479,CL,19/09/2019,107519,17020
100576,16092,59,13.24770219,CL,19/09/2019,18700,19976
24080,28520,59,15.63573994,CL,19/09/2019,801,112102
59526,4300,58,10.00534985,,19/09/2019,10633,17860
38871,34980,58,13.79744853,CL,19/09/2019,83998,5416
33683,13804,59,11.08753969,CL,19/09/2019,75202,37107
37541,9967,58,13.479326,CL,19/09/2019,47686,26239
9617,26004,59,6.828826481,CL,19/09/2019,73731,66226
101528,16200,58,12.29467228,CL,19/09/2019,111052,93905
77172,9719,59,12.58504446,CL,19/09/2019,39185,89497
92750,6413,59,9.359694909,CL,19/09/2019,90366,62980
37807,27163,59,8.530351117,CL,19/09/2019,51400,31264
55466,20187,58,13.13340464,CL,19/09/2019,40401,82836
69720,4498,59,16.95536148,RL,19/09/2019,88862,113271
65491,9488,59,16.94642844,RL,19/09/2019,62177,4505
14608,26868,59,6.134815185,CL,19/09/2019,77788,3270
612,4134,59,12.02774933,CL,19/09/2019,84672,95123
73700,17246,59,17.59604313,CL,19/09/2019,107722,64108
54878,9498,59,14.08300149,CL,19/09/2019,65077,52521
31322,32634,59,7.052037725,CL,19/09/2019,117010,97818
58751,16607,59,13.14419919,CL,19/09/2019,21883,95182
11596,15094,58,13.68726411,RL,19/09/2019,68114,20997
41407,16794,59,11.90969287,CL,19/09/2019,104822,39907
127022,10765,59,16.94867759,RL,19/09/2019,33785,7322
94218,25328,59,11.40323026,CL,19/09/2019,84560,23115
13292,17547,59,21.19803171,CL,19/09/2019,26208,14771
110921,23733,59,14.06920622,,19/09/2019,117721,101305
124259,18281,58,13.62919886,,19/09/2019,115695,120640
40341,34363,59,12.92577744,CL,19/09/2019,99946,32022
96209,11083,58,13.85324421,CL,19/09/2019,104044,74955
71452,5243,58,12.21152387,CL,19/09/2019,71947,118261
81301,29330,59,8.937320718,CL,19/09/2019,3621,23999
10275,16155,59,12.21184701,CL,19/09/2019,82916,41
48386,12030,59,12.08345704,CL,19/09/2019,18669,48724
68661,13765,58,14.45216366,,19/09/2019,95728,111348
102813,3788,59,16.78043578,CL,19/09/2019,4422,81342
71302,31752,59,7.54330124,RL,19/09/2019,88144,90701
105259,8317,58,6.248824913,CL,19/09/2019,64411,62252
79853,32658,59,10.61176235,CL,19/09/2019,60978,106401
97876,29214,59,20.00116582,RL,19/09/2019,101233,105046
37843,21874,59,12.34156656,CL,19/09/2019,85450,96836
910,10056,59,8.603731315,CL,19/09/2019,102474,38921
84949,17239,59,19.72239331,CL,19/09/2019,114500,53359
78029,31705,59,10.6874669,CL,19/09/2019,36791,95751
59792,17277,59,9.438633626,CL,19/09/2019,25368,85638
78550,8015,58,11.34096898,CL,19/09/2019,86226,3168
121627,7765,59,5.886904356,CL,19/09/2019,97164,54773
10994,20077,59,10.27232974,CL,19/09/2019,17174,53026
87129,10831,58,12.64118212,CL,19/09/2019,2981,60269
69132,3601,59,12.26204433,CL,19/09/2019,56007,17583
29094,23894,59,10.78475022,CL,19/09/2019,30434,100162
111286,27610,58,10.61576992,CL,19/09/2019,68109,18160
6215,16524,59,7.014182081,CL,19/09/2019,72887,6929
44238,5915,58,14.61433312,CL,19/09/2019,72940,108155
17830,4428,59,12.2225295,CL,19/09/2019,4384,58099
95783,14745,59,12.15451436,CL,19/09/2019,81658,46291
111497,33428,59,20.8755742,CL,19/09/2019,87180,54427
88780,18275,58,6.938550735,CL,19/09/2019,79868,53065
99765,14304,59,16.18255021,CL,19/09/2019,81239,35018
83572,10983,58,11.08986865,CL,19/09/2019,33528,5089
121165,15738,59,10.49988719,CL,19/09/2019,71189,70673
5970,16954,58,18.61736813,CL,19/09/2019,121155,89326
57661,18465,59,6.158515709,CL,19/09/2019,51822,83360
94247,24012,59,15.81032267,CL,19/09/2019,45291,5119
75899,31244,59,9.612186718,,19/09/2019,31623,40293
32017,22556,59,11.84492159,CL,19/09/2019,109823,6601
31841,9229,59,6.079328931,CL,19/09/2019,42949,6142
91469,20321,58,9.488008049,CL,19/09/2019,118663,52490
112281,28871,59,10.0544049,CL,19/09/2019,88839,104929
35622,20683,59,6.182157193,,19/09/2019,122697,80862
42874,32527,58,10.15009683,RL,19/09/2019,37455,56436
53946,14672,58,11.70462094,RL,19/09/2019,12805,79062
112360,22788,58,9.470995096,CL,19/09/2019,8581,124029
25426,28417,59,16.5790938,RL,19/09/2019,96110,101758
89830,7962,59,14.71955701,CL,19/09/2019,30791,13808
72290,20408,59,13.46954594,CL,19/09/2019,6417,112485
74145,4457,59,14.19210647,CL,19/09/2019,110242,82940
75167,12578,59,9.426794005,CL,19/09/2019,79344,86994
63215,15500,58,5.472106935,CL,19/09/2019,4122,26957
28864,14498,59,9.963035683,CL,19/09/2019,10909,110980
33199,19843,59,13.82802127,CL,19/09/2019,5503,27637
98755,26330,59,8.96871542,CL,19/09/2019,112537,31320
12429,6045,59,10.93609663,CL,19/09/2019,71794,30060
91454,17762,59,16.2334677,CL,19/09/2019,97690,34987
17686,29632,59,8.460036025,CL,19/09/2019,67068,107866
93882,15968,59,14.25484061,CL,19/09/2019,42309,115500
101401,8356,58,7.523843438,CL,19/09/2019,29199,78870
43760,18936,58,10.31362292,CL,19/09/2019,65770,1246
11422,24353,58,8.047841221,CL,19/09/2019,87499,11927
27011,31414,58,15.82063422,CL,19/09/2019,118654,410
67687,15665,36,14.84666035,CL,19/09/2019,106086,58873
90583,19028,59,15.29286139,CL,19/09/2019,41821,73652
62960,16353,58,14.83404086,CL,19/09/2019,26073,91504
38856,8611,59,19.4091563,CL,19/09/2019,111139,39260
107779,18358,58,13.16057527,CL,19/09/2019,44805,9133
109309,14858,58,8.837402209,CL,19/09/2019,129129,20753
91354,14815,58,8.830774898,CL,19/09/2019,85849,59305
118878,16871,59,6.189642215,CL,19/09/2019,113737,29666
101400,7530,59,11.54723601,CL,19/09/2019,70440,104053
62572,15133,59,11.2026241,CL,19/09/2019,26661,17505
12281,18208,58,11.05756334,CL,19/09/2019,114052,97050
108943,17476,58,11.6776176,CL,19/09/2019,43542,35052
115644,30278,59,17.81434902,CL,19/09/2019,74646,41942
91375,5521,58,13.95282918,CL,19/09/2019,27341,54306
11564,30017,58,10.94055792,CL,19/09/2019,105035,53431
119645,31727,58,8.780353025,CL,19/09/2019,21799,80049
18630,8592,59,18.76866837,CL,19/09/2019,23454,121304
29782,6597,59,10.76972709,CL,19/09/2019,84381,107508
16798,28766,59,9.536246628,CL,19/09/2019,1603,32485
27813,19320,59,8.50402391,CL,19/09/2019,86323,73230
67870,13511,59,17.16301514,CL,19/09/2019,116965,25922
34542,10643,58,11.38011977,RL,19/09/2019,37636,29898
80642,32109,59,15.2588094,CL,19/09/2019,17855,88867
11791,33422,59,8.513682973,CL,19/09/2019,95169,119150
75723,4578,58,14.48994771,CL,19/09/2019,30115,29740
62738,9349,59,9.625499784,RL,19/09/2019,114820,110357
84262,17746,58,8.943834879,CL,19/09/2019,105567,45534
63664,26396,59,11.79967992,CL,19/09/2019,17915,81517
32323,18969,58,11.32797296,RL,19/09/2019,23116,20095
60677,10036,58,9.366389081,CL,19/09/2019,49234,84744
33961,33043,58,11.19324415,CL,19/09/2019,75590,11527
18846,14688,58,8.783989964,CL,19/09/2019,54943,6412
49483,19759,59,9.751730134,CL,19/09/2019,27446,52071
45828,7807,59,9.949121781,RL,19/09/2019,62243,45267
19342,12714,59,10.53563489,CL,19/09/2019,91443,32028
18546,14916,59,12.45843401,RL,19/09/2019,28672,44644
58121,32200,59,13.8195624,CL,19/09/2019,101809,76063
111179,4276,58,11.99816375,CL,19/09/2019,68631,47038
102100,16498,59,14.99100243,CL,19/09/2019,93224,99574
12663,17689,58,8.597218124,CL,19/09/2019,56970,4683
24112,15676,59,17.21728192,CL,19/09/2019,29922,93549
113359,28395,59,13.6594039,CL,19/09/2019,110649,65382
7980,17004,59,13.42889519,CL,19/09/2019,58263,88598
85332,29053,59,8.911826585,CL,19/09/2019,72836,70642
116327,19047,58,11.50571227,CL,19/09/2019,64404,50191
30502,8454,59,10.58216852,CL,19/09/2019,108357,32115
61794,21113,59,9.79145612,CL,19/09/2019,32305,43016
33257,15043,58,7.435216852,CL,19/09/2019,98747,24179
88354,6466,58,9.598856203,RL,19/09/2019,99409,50343
128647,14960,59,15.16613866,CL,19/09/2019,30382,119353
3689,19511,59,10.30319588,CL,19/09/2019,14836,90103
45620,7688,59,15.49023426,CL,19/09/2019,98087,66628
64183,17635,58,6.343632904,RL,19/09/2019,91967,72419
99691,20418,59,13.52249767,CL,19/09/2019,14032,125991
45052,13140,58,10.06471841,CL,19/09/2019,105394,112105
105463,15849,58,14.27442592,CL,19/09/2019,114025,16741
121480,21316,58,12.47184,CL,19/09/2019,15387,16729
70349,15635,59,12.42947416,CL,19/09/2019,70553,1502
79146,21856,59,14.26893421,RL,19/09/2019,46968,13416
116267,11602,59,11.77057684,CL,19/09/2019,100345,44631
109980,20360,59,21.17685576,CL,19/09/2019,77495,112145
23117,15710,59,9.262767217,,19/09/2019,47211,45566
35229,11658,59,12.86444344,CL,19/09/2019,27076,97655
35346,30207,59,8.764630617,CL,19/09/2019,110801,35826
112961,21203,59,11.60572458,CL,19/09/2019,37945,32361
70220,28840,59,15.2620066,CL,19/09/2019,115666,28070
89812,28526,59,8.683338806,CL,19/09/2019,22192,31315
27136,10392,58,12.56486893,RL,19/09/2019,116374,93535
23863,20434,59,11.02271286,CL,19/09/2019,59621,34878
4476,4551,59,15.16897529,RL,19/09/2019,66213,65691
74217,34321,58,11.12685236,CL,19/09/2019,50455,65213
111138,22089,58,7.161640006,CL,19/09/2019,109267,11023
113884,9719,59,6.92574904,CL,19/09/2019,49345,86473
25619,23844,59,9.626320186,CL,19/09/2019,78910,43622
34751,22324,58,6.917139329,CL,19/09/2019,62143,122741
19783,11395,59,12.08562182,RL,19/09/2019,34788,66
114617,20043,58,15.70348438,CL,19/09/2019,79166,107164
29028,28053,59,9.934870315,CL,20/09/2019,54145,48091
16013,5873,58,12.84770614,CL,20/09/2019,22803,13256
78637,11283,59,21.62448245,CL,20/09/2019,39066,21509
71671,3171,59,12.98842429,CL,20/09/2019,2953,102663
67402,21054,59,10.87211357,CL,20/09/2019,118883,125335
34781,12981,58,10.7580826,CL,20/09/2019,8606,36094
87799,23449,59,10.28365842,CL,20/09/2019,30989,103530
19760,8186,59,8.616318356,CL,20/09/2019,93201,22310
25224,16655,59,11.77027319,CL,20/09/2019,67226,55697
47517,7622,58,10.03163005,CL,20/09/2019,31246,94712
79918,18501,59,9.934872255,CL,20/09/2019,53810,71826
62465,13062,59,18.53105084,CL,20/09/2019,33547,120852
63899,7232,59,10.90626121,CL,20/09/2019,31792,45833
39962,5286,59,18.74288738,CL,20/09/2019,109044,120420
55812,26451,59,10.34071276,CL,20/09/2019,84959,103314
31431,11949,59,11.81663124,CL,20/09/2019,51434,123008
50107,12004,58,11.44227509,CL,20/09/2019,128601,8225
953,12216,59,11.76233077,CL,20/09/2019,73783,73016
32210,10958,58,16.269191,CL,20/09/2019,27310,85948
37805,13025,59,13.94786342,CL,20/09/2019,77412,123253
38177,18979,58,10.91404459,CL,20/09/2019,71880,129656
89493,16066,59,11.20380732,CL,20/09/2019,92153,59053
41052,16571,59,10.91149347,CL,20/09/2019,23223,98473
73738,2877,58,11.14880388,CL,20/09/2019,57446,80630
16290,4938,59,12.64138636,CL,20/09/2019,34018,70695
107540,17391,58,8.92812783,CL,20/09/2019,79125,57194
114703,14710,59,21.16374109,CL,20/09/2019,83519,19452
113099,30605,59,5.46521436,CL,20/09/2019,33984,125432
123345,15728,59,11.49278009,CL,20/09/2019,19147,83698
101900,30448,59,9.356639395,CL,20/09/2019,115784,127420
69557,26250,59,14.72812375,CL,20/09/2019,105217,92352
2419,14273,59,7.400157668,CL,20/09/2019,109207,41962
121905,8428,58,11.55966735,CL,20/09/2019,13856,118969
126028,10660,59,13.57841997,CL,20/09/2019,76447,45102
10804,5791,59,10.19445704,CL,20/09/2019,47209,76728
34458,5301,59,6.337680139,CL,20/09/2019,51605,96638
107170,20322,59,14.55307723,CL,20/09/2019,120702,79299
111192,8706,58,6.773789816,CL,20/09/2019,77277,43034
128055,21685,59,9.97076073,CL,20/09/2019,84135,100358
23570,18814,59,10.26923123,CL,20/09/2019,39810,28786
96879,28681,58,21.64437991,CL,20/09/2019,28636,12893
77040,5863,58,16.28983296,CL,20/09/2019,119614,110351
109736,10321,59,11.66019824,RL,20/09/2019,12651,79391
61141,30281,59,11.50320873,CL,20/09/2019,68370,85060
59163,16181,59,10.19173768,RL,20/09/2019,55039,61962
55714,14746,58,8.853340729,CL,20/09/2019,31075,66167
61700,11400,59,12.93527693,CL,20/09/2019,59279,129460
47727,8679,59,17.6829674,CL,20/09/2019,48732,114944
120684,5138,59,14.80402337,CL,20/09/2019,53180,51531
120277,26272,58,12.71898591,CL,20/09/2019,67954,32536
45583,16617,59,14.00770351,CL,20/09/2019,8392,51370
12048,16546,58,10.22555435,RL,20/09/2019,114716,69293
63205,13972,59,10.83396079,CL,20/09/2019,107364,126113
95518,19402,59,14.64536015,CL,20/09/2019,71408,105938
123534,13123,59,12.64835336,RL,20/09/2019,12810,24431
12523,11987,58,9.217907221,CL,20/09/2019,38887,120698
21024,28065,58,8.49335685,CL,20/09/2019,104589,36271
39273,4642,59,17.37441553,CL,20/09/2019,128857,40379
2035,30683,59,11.66471938,RL,20/09/2019,89318,122291
97521,11111,59,11.66781333,CL,20/09/2019,70877,31239
37265,10421,59,9.686995317,CL,20/09/2019,46286,111618
46216,13411,59,11.57767608,CL,20/09/2019,50074,24209
1582,29829,59,12.19940952,CL,20/09/2019,93205,72507
50342,15972,59,18.54838794,CL,20/09/2019,99910,32814
108880,19792,59,8.591705494,CL,20/09/2019,68804,111285
97018,5981,59,9.924069258,CL,20/09/2019,68097,97471
52970,19605,59,9.411178283,CL,20/09/2019,33132,97552
117298,15038,59,11.82084646,CL,20/09/2019,18687,51121
12311,22493,59,15.17727482,CL,20/09/2019,70854,37453
44372,5999,59,7.79536105,RL,20/09/2019,14900,64674
56916,19104,59,12.96044471,CL,20/09/2019,122868,192
23854,10620,58,7.209531845,CL,20/09/2019,13766,115903
126706,5901,59,16.8572497,,20/09/2019,34887,111060
6671,16252,59,12.19789016,CL,20/09/2019,114212,65092
104259,13148,58,9.932155542,RL,20/09/2019,36220,128782
53312,18797,59,10.87319681,CL,20/09/2019,123582,57970
82944,15282,59,10.27345606,CL,20/09/2019,93250,124740
76213,30105,58,11.21352788,CL,20/09/2019,68352,51129
71414,34457,59,14.25893601,CL,20/09/2019,101580,78405
10877,21469,59,6.578878811,RL,20/09/2019,62749,22423
62189,12847,59,14.54576128,RL,20/09/2019,80391,113530
24747,8287,59,12.38479519,CL,20/09/2019,78116,53049
123100,32254,59,8.228131625,CL,20/09/2019,69755,102754
25582,22408,59,5.491274774,,20/09/2019,105937,20012
23155,30289,59,12.45084351,CL,20/09/2019,42314,100683
110872,22489,58,11.15062323,CL,20/09/2019,6698,122279
36329,4852,59,9.584435168,CL,20/09/2019,86967,12013
42782,10953,59,15.41723172,CL,20/09/2019,113902,94101
105623,20711,59,10.6609916,CL,20/09/2019,81505,109824
42765,16591,58,13.30808458,CL,20/09/2019,47140,85678
79270,8317,58,14.64000628,CL,20/09/2019,29941,2959
121820,9653,59,23.64689946,CL,20/09/2019,33168,10456
3625,14231,58,10.40185859,CL,20/09/2019,99023,85615
98822,6718,59,11.27615192,CL,20/09/2019,118530,55511
74050,5372,59,10.87907398,CL,20/09/2019,102965,55458
21404,11591,59,12.29906069,CL,20/09/2019,112161,24643
2528,15648,59,9.540937309,CL,20/09/2019,64880,114973
88077,14106,36,13.74361563,CL,20/09/2019,6048,14210
83375,17266,59,17.54607883,CL,20/09/2019,105507,11686
24395,13562,59,10.04122169,CL,20/09/2019,81958,48009
43657,15796,59,5.997962854,CL,20/09/2019,14035,63504
14792,7596,58,11.14239039,CL,20/09/2019,59693,48170
51059,16447,58,18.57875297,CL,20/09/2019,126352,74945
34475,6966,58,10.61128853,CL,20/09/2019,81477,30685
63732,1471,59,14.25784245,CL,20/09/2019,114522,100483
71434,34945,59,10.25777714,CL,20/09/2019,15301,60054
112601,15289,59,10.08606271,RL,20/09/2019,31376,56993
21009,12502,59,7.770288465,CL,20/09/2019,119992,1932
15238,25580,58,11.40193576,CL,20/09/2019,84590,125669
70033,8836,59,16.52903578,CL,20/09/2019,119361,26480
72910,25355,59,13.25961962,CL,20/09/2019,80796,48393
123221,22163,58,8.442505656,RL,20/09/2019,91342,94394
125800,25937,58,8.208978624,CL,20/09/2019,42654,20589
116175,4107,59,10.91327018,CL,20/09/2019,82573,87084
312,11409,58,15.21478812,CL,20/09/2019,57893,80254
86005,20464,59,12.09441174,CL,20/09/2019,85766,9411
52017,27963,59,11.48288911,CL,20/09/2019,68973,28964
41719,4218,59,10.3505605,CL,20/09/2019,5360,27198
116042,24065,36,10.18647762,CL,20/09/2019,96948,93492
30002,20941,58,8.742876068,CL,20/09/2019,99472,74143
98133,14757,59,17.41048663,CL,20/09/2019,76581,67962
29866,20803,58,10.8543405,CL,20/09/2019,92521,50575
114285,18315,58,17.85283118,CL,20/09/2019,32050,94477
84378,11265,58,10.10536063,CL,20/09/2019,10573,39837
37293,6131,59,9.061647774,CL,20/09/2019,34052,25272
68027,19454,59,15.16078871,CL,20/09/2019,13311,63476
116570,4063,59,9.777887267,CL,20/09/2019,76222,18314
35110,13370,59,13.38160001,CL,20/09/2019,60161,110024
76699,12508,59,15.83471728,CL,20/09/2019,73341,124182
64444,22655,58,14.85440033,CL,20/09/2019,62348,112293
75342,30381,59,18.35446373,CL,20/09/2019,22356,113842
128667,18094,59,10.46401336,CL,20/09/2019,779,46450
58854,13833,58,5.357879104,CL,20/09/2019,580,95517
64661,18661,59,8.124909733,CL,20/09/2019,128318,123445
12518,28436,58,10.30375871,CL,20/09/2019,53786,3350
4854,2094,59,10.29781854,CL,20/09/2019,20949,31639
50814,10513,59,11.64039495,CL,20/09/2019,59381,127286
8696,2247,59,10.37381034,,20/09/2019,6474,126595
52583,23235,58,14.01148203,CL,20/09/2019,45916,91856
123431,2496,59,8.612202958,CL,20/09/2019,110324,105126
43781,1943,58,11.54924203,RL,20/09/2019,60718,67841
59777,17082,58,13.12836831,CL,20/09/2019,63336,121791
55199,14492,59,9.645571254,CL,20/09/2019,76995,128445
86590,27489,59,9.733080016,CL,20/09/2019,12469,48747
103520,25647,58,9.763215855,CL,20/09/2019,114344,54572
25844,26434,59,12.11652591,CL,20/09/2019,117487,104292
22859,6645,59,12.77086719,CL,20/09/2019,107431,30119
65570,14139,58,16.23516787,CL,20/09/2019,62395,92496
54468,6943,36,19.44048571,CL,20/09/2019,33076,42579
68832,21099,59,8.531206366,CL,20/09/2019,14682,69587
83555,1942,59,9.328268686,CL,20/09/2019,27482,34925
66054,13975,58,13.41295169,CL,20/09/2019,32076,66291
120062,5000,58,13.48197431,CL,20/09/2019,44460,55247
109200,13342,58,9.081194784,CL,20/09/2019,110660,31981
64078,11252,58,19.51996295,RL,20/09/2019,77063,116598
3138,13840,59,12.27196838,CL,20/09/2019,124303,127056
61073,2759,58,23.69689724,CL,20/09/2019,29768,25724
8248,14609,59,11.94331638,CL,20/09/2019,2716,25312
118792,15247,59,5.334053965,CL,20/09/2019,94693,122712
33158,17121,58,11.32207618,CL,20/09/2019,5918,108581
102343,22536,58,13.72809314,CL,20/09/2019,37178,5527
55089,19012,36,11.49873788,CL,20/09/2019,71827,47341
3514,20802,58,10.00832015,CL,20/09/2019,87504,96817
26105,15490,59,12.26348717,CL,20/09/2019,36725,39885
104299,24575,58,6.492814588,CL,20/09/2019,42618,129695
125088,22953,59,9.768453212,CL,20/09/2019,62700,67477
24503,2758,58,5.524624463,CL,20/09/2019,11492,114641
97895,13717,59,14.79251397,CL,20/09/2019,74071,68969
107780,14735,59,11.91285686,CL,20/09/2019,121785,113053
50808,12779,58,11.54673157,CL,20/09/2019,3340,4492
40337,16956,59,8.884209773,CL,20/09/2019,95223,56664
49740,12740,58,13.660914,CL,20/09/2019,25675,88502
20151,21331,59,12.0135267,RL,20/09/2019,43167,96443
74162,34326,58,18.38553744,CL,20/09/2019,16323,34674
90637,8013,59,19.56512934,RL,20/09/2019,117329,12788
13367,9830,59,7.85338607,CL,20/09/2019,75001,127784
16189,18391,58,15.74112589,CL,20/09/2019,22250,58282
90738,29512,58,10.14911961,CL,20/09/2019,78182,1829
52654,14914,59,9.911801778,CL,20/09/2019,11406,110539
5774,14490,58,5.807439269,CL,20/09/2019,2718,101903
20656,13399,59,10.77855712,RL,20/09/2019,114009,111851
15758,7896,59,9.431602361,CL,20/09/2019,3765,82394
83165,5598,59,5.977356594,CL,20/09/2019,124983,53091
67686,19428,59,9.825104754,CL,20/09/2019,17334,13045
50051,7209,59,15.46453478,CL,20/09/2019,15858,74791
96252,7478,59,14.33832702,CL,20/09/2019,122045,52119
51175,16520,59,5.712040277,CL,20/09/2019,60763,12704
79721,16228,59,11.03377113,CL,20/09/2019,111866,109335
49350,11809,59,21.04234928,CL,20/09/2019,40141,112184
72996,6630,59,9.590197463,CL,20/09/2019,79496,113440
6781,18953,58,10.7979815,CL,20/09/2019,80285,100420
64311,5391,36,7.004425774,CL,20/09/2019,15845,55631
15049,11069,36,15.35256413,CL,20/09/2019,54699,76530
129131,15317,59,9.57674871,CL,20/09/2019,112248,30393
71730,13661,59,10.95111564,CL,20/09/2019,65280,105028
19105,18856,59,10.63506848,CL,20/09/2019,5272,55305
56794,31744,59,5.509837315,CL,20/09/2019,92667,111476
8774,29813,58,10.66555545,CL,20/09/2019,44037,102958
92843,8781,59,6.349593861,CL,20/09/2019,23108,95095
4201,30978,36,11.99994099,CL,20/09/2019,34608,102665
101752,21904,58,18.95996991,CL,20/09/2019,100454,81046
108083,32111,58,10.37855923,RL,20/09/2019,87653,21305
59649,18778,59,5.481672664,CL,20/09/2019,33537,24191
120708,15300,59,8.091701588,CL,20/09/2019,81946,48558
126544,29074,58,13.27229708,CL,20/09/2019,123899,49662
35550,14912,58,11.767291,CL,20/09/2019,39315,14651
125308,22167,58,8.790071892,CL,20/09/2019,27231,66210
94320,7389,59,10.91509143,CL,20/09/2019,82339,68725
57399,17245,59,16.79811119,CL,20/09/2019,58336,91796
7354,9415,59,12.42414496,CL,20/09/2019,95528,97412
120776,10478,59,12.69760646,RL,20/09/2019,112689,82804
73939,17966,58,6.776717172,CL,20/09/2019,44791,35951
118567,13128,59,6.127416289,CL,20/09/2019,43199,37362
87660,32612,59,10.95288359,CL,20/09/2019,101778,5459
115104,12354,58,12.50656276,RL,20/09/2019,52919,102130
77625,30070,59,17.23097646,CL,20/09/2019,57137,121783
103775,4278,58,7.850840966,CL,20/09/2019,54778,9999
54360,19780,59,9.416746032,CL,20/09/2019,9180,50058
43103,20402,59,11.69523445,CL,20/09/2019,11800,106861
54553,21109,59,5.772994379,CL,20/09/2019,61861,114805
46491,20788,58,11.24012619,CL,20/09/2019,72385,110338
121241,14704,59,7.188766328,CL,20/09/2019,59479,101254
25772,16996,58,12.07476174,CL,20/09/2019,8166,18555
104790,15256,58,6.223859,CL,20/09/2019,9920,39807
50692,3122,59,6.924150364,,20/09/2019,10242,122305
77886,29849,59,9.93847761,CL,20/09/2019,53309,58374
123738,5997,58,14.16525595,RL,20/09/2019,98344,52752
79985,14937,59,10.91319886,CL,20/09/2019,103158,106523
50072,11879,59,17.02332232,CL,20/09/2019,51261,590
64113,31364,58,18.89594275,CL,20/09/2019,40567,109839
36521,5350,58,11.71054507,CL,20/09/2019,50292,62962
39995,16009,58,13.44418819,CL,20/09/2019,40140,88215
94459,14529,59,6.91285837,CL,20/09/2019,122949,87452
47068,19861,58,10.65711415,CL,20/09/2019,57492,51646
89121,17389,59,7.535538893,CL,20/09/2019,80692,12674
