Loan_id,accm_txn_complete_time
55812,5/20/2022 0:00
31431,5/21/2022 0:00
50107,5/16/2022 0:00
953,5/17/2022 0:00
32210,5/18/2022 0:00
37805,5/19/2022 0:00
38177,5/20/2022 0:00
89493,5/21/2022 0:00
41052,5/16/2022 0:00
73738,5/17/2022 0:00
16290,5/18/2022 0:00
107540,5/19/2022 0:00
114703,5/20/2022 0:00
113099,5/21/2022 0:00
123345,5/16/2022 0:00
101900,5/17/2022 0:00
69557,5/18/2022 0:00
2419,5/19/2022 0:00
121905,5/20/2022 0:00
126028,5/21/2022 0:00
10804,5/16/2022 0:00
34458,5/17/2022 0:00
107170,5/18/2022 0:00
111192,5/19/2022 0:00
128055,5/20/2022 0:00
23570,5/21/2022 0:00
96879,5/16/2022 0:00
77040,5/17/2022 0:00
109736,5/18/2022 0:00
61141,5/19/2022 0:00
59163,5/20/2022 0:00
55714,5/21/2022 0:00
61700,5/16/2022 0:00
47727,5/17/2022 0:00
120684,5/18/2022 0:00
120277,5/19/2022 0:00
45583,5/20/2022 0:00
12048,5/21/2022 0:00
63205,5/16/2022 0:00
95518,5/17/2022 0:00
123534,5/18/2022 0:00
12523,5/19/2022 0:00
21024,5/20/2022 0:00
39273,5/21/2022 0:00
2035,5/16/2022 0:00
97521,5/17/2022 0:00
37265,5/18/2022 0:00
46216,5/19/2022 0:00
1582,5/20/2022 0:00
50342,5/21/2022 0:00
108880,5/16/2022 0:00
97018,5/17/2022 0:00
52970,5/18/2022 0:00
117298,5/19/2022 0:00
12311,5/20/2022 0:00
44372,5/21/2022 0:00
56916,5/16/2022 0:00
23854,5/17/2022 0:00
126706,5/18/2022 0:00
6671,5/19/2022 0:00
104259,5/20/2022 0:00
53312,5/21/2022 0:00
82944,5/16/2022 0:00
76213,5/17/2022 0:00
71414,5/18/2022 0:00
10877,5/19/2022 0:00
62189,5/20/2022 0:00
24747,5/21/2022 0:00
123100,5/16/2022 0:00
25582,5/17/2022 0:00
23155,5/18/2022 0:00
110872,5/19/2022 0:00
36329,5/20/2022 0:00
42782,5/21/2022 0:00
105623,5/16/2022 0:00
42765,5/17/2022 0:00
79270,5/18/2022 0:00
121820,5/19/2022 0:00
3625,5/20/2022 0:00
98822,5/21/2022 0:00
74050,5/16/2022 0:00
21404,5/17/2022 0:00
2528,5/18/2022 0:00
88077,5/19/2022 0:00
83375,5/20/2022 0:00
24395,5/21/2022 0:00
43657,5/16/2022 0:00
14792,5/17/2022 0:00
51059,5/18/2022 0:00
34475,5/19/2022 0:00
63732,5/20/2022 0:00
71434,5/21/2022 0:00
112601,5/16/2022 0:00
21009,5/17/2022 0:00
15238,5/18/2022 0:00
70033,5/19/2022 0:00
72910,5/20/2022 0:00
123221,5/21/2022 0:00
125800,5/16/2022 0:00
116175,5/17/2022 0:00
312,5/18/2022 0:00
86005,5/19/2022 0:00
52017,5/20/2022 0:00
41719,5/21/2022 0:00
116042,5/16/2022 0:00
30002,5/17/2022 0:00
98133,5/18/2022 0:00
29866,5/19/2022 0:00
114285,5/20/2022 0:00
84378,5/21/2022 0:00
37293,5/16/2022 0:00
68027,5/17/2022 0:00
116570,5/18/2022 0:00
35110,5/19/2022 0:00
76699,5/20/2022 0:00
64444,5/21/2022 0:00
75342,5/16/2022 0:00
128667,5/17/2022 0:00
58854,5/18/2022 0:00
64661,5/19/2022 0:00
12518,5/20/2022 0:00
4854,5/21/2022 0:00
50814,5/16/2022 0:00
8696,5/17/2022 0:00
52583,5/18/2022 0:00
123431,5/19/2022 0:00
43781,5/20/2022 0:00
59777,5/21/2022 0:00
55199,5/16/2022 0:00
86590,5/17/2022 0:00
103520,5/18/2022 0:00
25844,5/19/2022 0:00
22859,5/20/2022 0:00
65570,5/21/2022 0:00
54468,5/16/2022 0:00
68832,5/17/2022 0:00
83555,5/18/2022 0:00
66054,5/19/2022 0:00
120062,5/20/2022 0:00
109200,5/21/2022 0:00
64078,5/16/2022 0:00
3138,5/17/2022 0:00
61073,5/18/2022 0:00
8248,5/19/2022 0:00
118792,5/20/2022 0:00
33158,5/21/2022 0:00
102343,5/16/2022 0:00
55089,5/17/2022 0:00
3514,5/18/2022 0:00
26105,5/19/2022 0:00
104299,5/20/2022 0:00
125088,5/21/2022 0:00
24503,5/16/2022 0:00
97895,5/17/2022 0:00
107780,5/18/2022 0:00
50808,5/19/2022 0:00
40337,5/20/2022 0:00
49740,5/21/2022 0:00
20151,5/16/2022 0:00
74162,5/17/2022 0:00
90637,5/18/2022 0:00
13367,5/19/2022 0:00
16189,5/20/2022 0:00
90738,5/21/2022 0:00
52654,5/16/2022 0:00
5774,5/17/2022 0:00
20656,5/18/2022 0:00
15758,5/19/2022 0:00
83165,5/20/2022 0:00
67686,5/21/2022 0:00
50051,5/16/2022 0:00
96252,5/17/2022 0:00
51175,5/18/2022 0:00
79721,5/19/2022 0:00
49350,5/20/2022 0:00
72996,5/21/2022 0:00
6781,5/16/2022 0:00
64311,5/17/2022 0:00
15049,5/18/2022 0:00
129131,5/19/2022 0:00
71730,5/20/2022 0:00
19105,5/21/2022 0:00
56794,5/16/2022 0:00
8774,5/17/2022 0:00
92843,5/18/2022 0:00
4201,5/19/2022 0:00
101752,5/20/2022 0:00
108083,5/21/2022 0:00
59649,5/16/2022 0:00
120708,5/17/2022 0:00
126544,5/18/2022 0:00
35550,5/19/2022 0:00
125308,5/20/2022 0:00
94320,5/21/2022 0:00
57399,5/16/2022 0:00
7354,5/17/2022 0:00
120776,5/18/2022 0:00
73939,5/19/2022 0:00
118567,5/20/2022 0:00
87660,5/21/2022 0:00
115104,5/16/2022 0:00
77625,5/17/2022 0:00
103775,5/18/2022 0:00
54360,5/19/2022 0:00
43103,5/20/2022 0:00
54553,5/21/2022 0:00
46491,5/16/2022 0:00
121241,5/17/2022 0:00
25772,5/18/2022 0:00
104790,5/19/2022 0:00
50692,5/20/2022 0:00
77886,5/21/2022 0:00
123738,5/16/2022 0:00
79985,5/17/2022 0:00
50072,5/18/2022 0:00
64113,5/19/2022 0:00
36521,5/20/2022 0:00
39995,5/21/2022 0:00
94459,5/16/2022 0:00
47068,5/17/2022 0:00
89121,5/18/2022 0:00
42271,5/19/2022 0:00
68518,5/20/2022 0:00
102283,5/21/2022 0:00
47320,5/16/2022 0:00
106134,5/17/2022 0:00
12772,5/18/2022 0:00
35938,5/19/2022 0:00
109905,5/20/2022 0:00
82845,5/21/2022 0:00
51092,5/16/2022 0:00
39069,5/17/2022 0:00
112660,5/18/2022 0:00
43520,5/19/2022 0:00
75926,5/20/2022 0:00
81286,5/21/2022 0:00
78308,5/16/2022 0:00
24945,5/17/2022 0:00
77437,5/18/2022 0:00
99136,5/19/2022 0:00
640,5/20/2022 0:00
22429,5/21/2022 0:00
8389,5/16/2022 0:00
78700,5/17/2022 0:00
72917,5/18/2022 0:00
91229,5/19/2022 0:00
33354,5/20/2022 0:00
54599,5/21/2022 0:00
16039,5/16/2022 0:00
97117,5/17/2022 0:00
11353,5/18/2022 0:00
32489,5/19/2022 0:00
77114,5/20/2022 0:00
92357,5/21/2022 0:00
69618,5/16/2022 0:00
3391,5/17/2022 0:00
102712,5/18/2022 0:00
80273,5/19/2022 0:00
75501,5/20/2022 0:00
81626,5/21/2022 0:00
79318,5/16/2022 0:00
65542,5/17/2022 0:00
22421,5/18/2022 0:00
55904,5/19/2022 0:00
22927,5/20/2022 0:00
115922,5/21/2022 0:00
114480,5/16/2022 0:00
89584,5/17/2022 0:00
119072,5/18/2022 0:00
116784,5/19/2022 0:00
121014,5/20/2022 0:00
110598,5/21/2022 0:00
107134,5/16/2022 0:00
1685,5/17/2022 0:00
73180,5/18/2022 0:00
39587,5/19/2022 0:00
78727,5/20/2022 0:00
116109,5/21/2022 0:00
97561,5/16/2022 0:00
71211,5/17/2022 0:00
68451,5/18/2022 0:00
75565,5/19/2022 0:00
41774,5/20/2022 0:00
65285,5/21/2022 0:00
80902,5/16/2022 0:00
35393,5/17/2022 0:00
111158,5/18/2022 0:00
9438,5/19/2022 0:00
78060,5/20/2022 0:00
40343,5/21/2022 0:00
21723,5/16/2022 0:00
127950,5/17/2022 0:00
79812,5/18/2022 0:00
47736,5/19/2022 0:00
41279,5/20/2022 0:00
33146,5/21/2022 0:00
18641,5/16/2022 0:00
92038,5/17/2022 0:00
32339,5/18/2022 0:00
78399,5/19/2022 0:00
90231,5/20/2022 0:00
76812,5/21/2022 0:00
68164,5/16/2022 0:00
67827,5/17/2022 0:00
49600,5/18/2022 0:00
102757,5/19/2022 0:00
35948,5/20/2022 0:00
68802,5/21/2022 0:00
27263,5/16/2022 0:00
112111,5/17/2022 0:00
109356,5/18/2022 0:00
66161,5/19/2022 0:00
37478,5/20/2022 0:00
86088,5/21/2022 0:00
59521,5/16/2022 0:00
25959,5/17/2022 0:00
112813,5/18/2022 0:00
101861,5/19/2022 0:00
125846,5/20/2022 0:00
30012,5/21/2022 0:00
117376,5/16/2022 0:00
9388,5/17/2022 0:00
75738,5/18/2022 0:00
75769,5/19/2022 0:00
48225,5/20/2022 0:00
55604,5/21/2022 0:00
13442,5/16/2022 0:00
15875,5/17/2022 0:00
128818,5/18/2022 0:00
29101,5/19/2022 0:00
84775,5/20/2022 0:00
13738,5/21/2022 0:00
95070,5/16/2022 0:00
79580,5/17/2022 0:00
66750,5/18/2022 0:00
102216,5/19/2022 0:00
108369,5/20/2022 0:00
37211,5/21/2022 0:00
93087,5/16/2022 0:00
15572,5/17/2022 0:00
123874,5/18/2022 0:00
107763,5/19/2022 0:00
41568,5/20/2022 0:00
102858,5/21/2022 0:00
44914,5/16/2022 0:00
83999,5/17/2022 0:00
85616,5/18/2022 0:00
128112,5/19/2022 0:00
4850,5/20/2022 0:00
37456,5/21/2022 0:00
84289,5/16/2022 0:00
94498,5/17/2022 0:00
128841,5/18/2022 0:00
2155,5/19/2022 0:00
43456,5/20/2022 0:00
109753,5/21/2022 0:00
121647,5/16/2022 0:00
23430,5/17/2022 0:00
66132,5/18/2022 0:00
38782,5/19/2022 0:00
27984,5/20/2022 0:00
55739,5/21/2022 0:00
12197,5/16/2022 0:00
38364,5/17/2022 0:00
48136,5/18/2022 0:00
5235,5/19/2022 0:00
35547,5/20/2022 0:00
48944,5/21/2022 0:00
57433,5/16/2022 0:00
53189,5/17/2022 0:00
79886,5/18/2022 0:00
16386,5/19/2022 0:00
92279,5/20/2022 0:00
74385,5/21/2022 0:00
33606,5/16/2022 0:00
102795,5/17/2022 0:00
40208,5/18/2022 0:00
80423,5/19/2022 0:00
55171,5/20/2022 0:00
8017,5/21/2022 0:00
27964,5/16/2022 0:00
54091,5/17/2022 0:00
95431,5/18/2022 0:00
24017,5/19/2022 0:00
68654,5/20/2022 0:00
45900,5/21/2022 0:00
96863,5/16/2022 0:00
59877,5/17/2022 0:00
27050,5/18/2022 0:00
67146,5/19/2022 0:00
37827,5/20/2022 0:00
37689,5/21/2022 0:00
37367,5/16/2022 0:00
82078,5/17/2022 0:00
16603,5/18/2022 0:00
125036,5/19/2022 0:00
129682,5/20/2022 0:00
72402,5/21/2022 0:00
88120,5/16/2022 0:00
54871,5/17/2022 0:00
33725,5/18/2022 0:00
48746,5/19/2022 0:00
115733,5/20/2022 0:00
98986,5/21/2022 0:00
97068,5/16/2022 0:00
3406,5/17/2022 0:00
19946,5/18/2022 0:00
74719,5/19/2022 0:00
60555,5/20/2022 0:00
45864,5/21/2022 0:00
7073,5/16/2022 0:00
4206,5/17/2022 0:00
102122,5/18/2022 0:00
29933,5/19/2022 0:00
110089,5/20/2022 0:00
95747,5/21/2022 0:00
44938,5/16/2022 0:00
58964,5/17/2022 0:00
107231,5/18/2022 0:00
123978,5/19/2022 0:00
66867,5/20/2022 0:00
113831,5/21/2022 0:00
112285,5/16/2022 0:00
114986,5/17/2022 0:00
32124,5/18/2022 0:00
93946,5/19/2022 0:00
11234,5/20/2022 0:00
22015,5/21/2022 0:00
45671,5/16/2022 0:00
125747,5/17/2022 0:00
118506,5/18/2022 0:00
108813,5/19/2022 0:00
75105,5/20/2022 0:00
6938,5/21/2022 0:00
33542,5/16/2022 0:00
109584,5/17/2022 0:00
101282,5/18/2022 0:00
113779,5/19/2022 0:00
109301,5/20/2022 0:00
73901,5/21/2022 0:00
101892,5/16/2022 0:00
38484,5/17/2022 0:00
108002,5/18/2022 0:00
91764,5/19/2022 0:00
83493,5/20/2022 0:00
8252,5/21/2022 0:00
42253,5/16/2022 0:00
64957,5/17/2022 0:00
8330,5/18/2022 0:00
44032,5/19/2022 0:00
8858,5/20/2022 0:00
47764,5/21/2022 0:00
125602,5/16/2022 0:00
71106,5/17/2022 0:00
21668,5/18/2022 0:00
100528,5/19/2022 0:00
118136,5/20/2022 0:00
90308,5/21/2022 0:00
20927,5/16/2022 0:00
35473,5/17/2022 0:00
45749,5/18/2022 0:00
54660,5/19/2022 0:00
20783,5/20/2022 0:00
66827,5/21/2022 0:00
92855,5/16/2022 0:00
88273,5/17/2022 0:00
126109,5/18/2022 0:00
128285,5/19/2022 0:00
11744,5/20/2022 0:00
105359,5/21/2022 0:00
63289,5/16/2022 0:00
125137,5/17/2022 0:00
44726,5/18/2022 0:00
112687,5/19/2022 0:00
15992,5/20/2022 0:00
96139,5/21/2022 0:00
23011,5/16/2022 0:00
64658,5/17/2022 0:00
78246,5/18/2022 0:00
78139,5/19/2022 0:00
26652,5/20/2022 0:00
73641,5/21/2022 0:00
41538,5/16/2022 0:00
49651,5/17/2022 0:00
74435,5/18/2022 0:00
26796,5/19/2022 0:00
64260,5/20/2022 0:00
121017,5/21/2022 0:00
87498,5/16/2022 0:00
16021,5/17/2022 0:00
43082,5/18/2022 0:00
17684,5/19/2022 0:00
90362,5/20/2022 0:00
14659,5/21/2022 0:00
13915,5/16/2022 0:00
44571,5/17/2022 0:00
115902,5/18/2022 0:00
32449,5/19/2022 0:00
123581,5/20/2022 0:00
71894,5/21/2022 0:00
107306,5/16/2022 0:00
45518,5/17/2022 0:00
73106,5/18/2022 0:00
12196,5/19/2022 0:00
85219,5/20/2022 0:00
79086,5/21/2022 0:00
125501,5/16/2022 0:00
53052,5/17/2022 0:00
33808,5/18/2022 0:00
15624,5/19/2022 0:00
70690,5/20/2022 0:00
120180,5/21/2022 0:00
94990,5/16/2022 0:00
96624,5/17/2022 0:00
65704,5/18/2022 0:00
36164,5/19/2022 0:00
85012,5/20/2022 0:00
39008,5/21/2022 0:00
120686,5/16/2022 0:00
99004,5/17/2022 0:00
111125,5/18/2022 0:00
23021,5/19/2022 0:00
45036,5/20/2022 0:00
30325,5/21/2022 0:00
52997,5/16/2022 0:00
34083,5/17/2022 0:00
80588,5/18/2022 0:00
10732,5/19/2022 0:00
40630,5/20/2022 0:00
51910,5/21/2022 0:00
22021,5/16/2022 0:00
3239,5/17/2022 0:00
106368,5/18/2022 0:00
117325,5/19/2022 0:00
64134,5/20/2022 0:00
77405,5/21/2022 0:00
41998,5/16/2022 0:00
112535,5/17/2022 0:00
39764,5/18/2022 0:00
64224,5/19/2022 0:00
46032,5/20/2022 0:00
76027,5/21/2022 0:00
31605,5/16/2022 0:00
5100,5/17/2022 0:00
127279,5/18/2022 0:00
109427,5/19/2022 0:00
37531,5/20/2022 0:00
62922,5/21/2022 0:00
98498,5/16/2022 0:00
15533,5/17/2022 0:00
78726,5/18/2022 0:00
41462,5/19/2022 0:00
71240,5/20/2022 0:00
13682,5/21/2022 0:00
28368,5/16/2022 0:00
43120,5/17/2022 0:00
26277,5/18/2022 0:00
91667,5/19/2022 0:00
115591,5/20/2022 0:00
113087,5/21/2022 0:00
115141,5/16/2022 0:00
4954,5/17/2022 0:00
76796,5/18/2022 0:00
59245,5/19/2022 0:00
47652,5/20/2022 0:00
39652,5/21/2022 0:00
72740,5/16/2022 0:00
127252,5/17/2022 0:00
102552,5/18/2022 0:00
74522,5/19/2022 0:00
110542,5/20/2022 0:00
41132,5/21/2022 0:00
61275,5/16/2022 0:00
62727,5/17/2022 0:00
3996,5/18/2022 0:00
57870,5/19/2022 0:00
109433,5/20/2022 0:00
23578,5/21/2022 0:00
59112,5/16/2022 0:00
7874,5/17/2022 0:00
15534,5/18/2022 0:00
38991,5/19/2022 0:00
14204,5/20/2022 0:00
97387,5/21/2022 0:00
16134,5/16/2022 0:00
22370,5/17/2022 0:00
20730,5/18/2022 0:00
55099,5/19/2022 0:00
43473,5/20/2022 0:00
111992,5/21/2022 0:00
41755,5/16/2022 0:00
41550,5/17/2022 0:00
11869,5/18/2022 0:00
37719,5/19/2022 0:00
73814,5/20/2022 0:00
81410,5/21/2022 0:00
41056,5/16/2022 0:00
124965,5/17/2022 0:00
17425,5/18/2022 0:00
76376,5/19/2022 0:00
14314,5/20/2022 0:00
42851,5/21/2022 0:00
78065,5/16/2022 0:00
19942,5/17/2022 0:00
53113,5/18/2022 0:00
18069,5/19/2022 0:00
124151,5/20/2022 0:00
33385,5/21/2022 0:00
36631,5/16/2022 0:00
76185,5/17/2022 0:00
58966,5/18/2022 0:00
113850,5/19/2022 0:00
45427,5/20/2022 0:00
14864,5/21/2022 0:00
118335,5/16/2022 0:00
3277,5/17/2022 0:00
73438,5/18/2022 0:00
81359,5/19/2022 0:00
1039,5/20/2022 0:00
14112,5/21/2022 0:00
90857,5/16/2022 0:00
23692,5/17/2022 0:00
31204,5/18/2022 0:00
60570,5/19/2022 0:00
48795,5/20/2022 0:00
88921,5/21/2022 0:00
80181,5/16/2022 0:00
72601,5/17/2022 0:00
14387,5/18/2022 0:00
120876,5/19/2022 0:00
49433,5/20/2022 0:00
96508,5/21/2022 0:00
84229,5/16/2022 0:00
124967,5/17/2022 0:00
9602,5/18/2022 0:00
75330,5/19/2022 0:00
72205,5/20/2022 0:00
32146,5/21/2022 0:00
49604,5/16/2022 0:00
87918,5/17/2022 0:00
3634,5/18/2022 0:00
10433,5/19/2022 0:00
26702,5/20/2022 0:00
80747,5/21/2022 0:00
62242,5/16/2022 0:00
103268,5/17/2022 0:00
70258,5/18/2022 0:00
103557,5/19/2022 0:00
79382,5/20/2022 0:00
124731,5/21/2022 0:00
10477,5/16/2022 0:00
53547,5/17/2022 0:00
106202,5/18/2022 0:00
19798,5/19/2022 0:00
34303,5/20/2022 0:00
104694,5/21/2022 0:00
103663,5/16/2022 0:00
75250,5/17/2022 0:00
39229,5/18/2022 0:00
24682,5/19/2022 0:00
49586,5/20/2022 0:00
66187,5/21/2022 0:00
44079,5/16/2022 0:00
119305,5/17/2022 0:00
82571,5/18/2022 0:00
18261,5/19/2022 0:00
47776,5/20/2022 0:00
122334,5/21/2022 0:00
107054,5/16/2022 0:00
77792,5/17/2022 0:00
2499,5/18/2022 0:00
82839,5/19/2022 0:00
117000,5/20/2022 0:00
22048,5/21/2022 0:00
118259,5/16/2022 0:00
57879,5/17/2022 0:00
33358,5/18/2022 0:00
103002,5/19/2022 0:00
34152,5/20/2022 0:00
33326,5/21/2022 0:00
7546,5/16/2022 0:00
383,5/17/2022 0:00
3283,5/18/2022 0:00
44271,5/19/2022 0:00
75025,5/20/2022 0:00
81532,5/21/2022 0:00
92522,5/16/2022 0:00
7474,5/17/2022 0:00
19396,5/18/2022 0:00
48552,5/19/2022 0:00
92864,5/20/2022 0:00
58085,5/21/2022 0:00
86669,5/16/2022 0:00
100710,5/17/2022 0:00
77860,5/18/2022 0:00
30868,5/19/2022 0:00
18688,5/20/2022 0:00
69929,5/21/2022 0:00
129213,5/16/2022 0:00
125559,5/17/2022 0:00
124749,5/18/2022 0:00
58397,5/19/2022 0:00
87725,5/20/2022 0:00
31682,5/21/2022 0:00
75295,5/16/2022 0:00
79613,5/17/2022 0:00
97918,5/18/2022 0:00
102931,5/19/2022 0:00
69852,5/20/2022 0:00
128214,5/21/2022 0:00
98485,5/16/2022 0:00
121050,5/17/2022 0:00
90655,5/18/2022 0:00
65784,5/19/2022 0:00
102134,5/20/2022 0:00
3152,5/21/2022 0:00
126275,5/16/2022 0:00
39390,5/17/2022 0:00
6852,5/18/2022 0:00
53378,5/19/2022 0:00
111021,5/20/2022 0:00
129293,5/21/2022 0:00
72885,5/16/2022 0:00
750,5/17/2022 0:00
61076,5/18/2022 0:00
90138,5/19/2022 0:00
58801,5/20/2022 0:00
34566,5/21/2022 0:00
57101,5/16/2022 0:00
123976,5/17/2022 0:00
12204,5/18/2022 0:00
35914,5/19/2022 0:00
69399,5/20/2022 0:00
70773,5/21/2022 0:00
123644,5/16/2022 0:00
74495,5/17/2022 0:00
7093,5/18/2022 0:00
97645,5/19/2022 0:00
75786,5/20/2022 0:00
10636,5/21/2022 0:00
61097,5/16/2022 0:00
64596,5/17/2022 0:00
97954,5/18/2022 0:00
62055,5/19/2022 0:00
126443,5/20/2022 0:00
81115,5/21/2022 0:00
77881,5/16/2022 0:00
68373,5/17/2022 0:00
26104,5/18/2022 0:00
111255,5/19/2022 0:00
120460,5/20/2022 0:00
79695,5/21/2022 0:00
13917,5/16/2022 0:00
127799,5/17/2022 0:00
50733,5/18/2022 0:00
3432,5/19/2022 0:00
4316,5/20/2022 0:00
75936,5/21/2022 0:00
76573,5/16/2022 0:00
91009,5/17/2022 0:00
97059,5/18/2022 0:00
101841,5/19/2022 0:00
119262,5/20/2022 0:00
63380,5/21/2022 0:00
6402,5/16/2022 0:00
82741,5/17/2022 0:00
115904,5/18/2022 0:00
31663,5/19/2022 0:00
44566,5/20/2022 0:00
72738,5/21/2022 0:00
5106,5/16/2022 0:00
80937,5/17/2022 0:00
86130,5/18/2022 0:00
31206,5/19/2022 0:00
96634,5/20/2022 0:00
18441,5/21/2022 0:00
55948,5/16/2022 0:00
47833,5/17/2022 0:00
118208,5/18/2022 0:00
51972,5/19/2022 0:00
38829,5/20/2022 0:00
13208,5/21/2022 0:00
111905,5/16/2022 0:00
43956,5/17/2022 0:00
40120,5/18/2022 0:00
24223,5/19/2022 0:00
91520,5/20/2022 0:00
22422,5/21/2022 0:00
103560,5/16/2022 0:00
96737,5/17/2022 0:00
24739,5/18/2022 0:00
108408,5/19/2022 0:00
103696,5/20/2022 0:00
50379,5/21/2022 0:00
104993,5/16/2022 0:00
84685,5/17/2022 0:00
31644,5/18/2022 0:00
6264,5/19/2022 0:00
43058,5/20/2022 0:00
77887,5/21/2022 0:00
100117,5/16/2022 0:00
96128,5/17/2022 0:00
4704,5/18/2022 0:00
94734,5/19/2022 0:00
125111,5/20/2022 0:00
58380,5/21/2022 0:00
40249,5/16/2022 0:00
76190,5/17/2022 0:00
80731,5/18/2022 0:00
99446,5/19/2022 0:00
38382,5/20/2022 0:00
20464,5/21/2022 0:00
87736,5/16/2022 0:00
61874,5/17/2022 0:00
105198,5/18/2022 0:00
122363,5/19/2022 0:00
22660,5/20/2022 0:00
1920,5/21/2022 0:00
39320,5/16/2022 0:00
56590,5/17/2022 0:00
27911,5/18/2022 0:00
97896,5/19/2022 0:00
36700,5/20/2022 0:00
87300,5/21/2022 0:00
5240,5/16/2022 0:00
37746,5/17/2022 0:00
70055,5/18/2022 0:00
81912,5/19/2022 0:00
61609,5/20/2022 0:00
38634,5/21/2022 0:00
27858,5/16/2022 0:00
21781,5/17/2022 0:00
120289,5/18/2022 0:00
120532,5/19/2022 0:00
21859,5/20/2022 0:00
10763,5/21/2022 0:00
38303,5/16/2022 0:00
110832,5/17/2022 0:00
120545,5/18/2022 0:00
60471,5/19/2022 0:00
106359,5/20/2022 0:00
18665,5/21/2022 0:00
91402,5/16/2022 0:00
127366,5/17/2022 0:00
25314,5/18/2022 0:00
59986,5/19/2022 0:00
363,5/20/2022 0:00
115722,5/21/2022 0:00
14075,5/16/2022 0:00
85145,5/17/2022 0:00
84836,5/18/2022 0:00
101595,5/19/2022 0:00
104553,5/20/2022 0:00
116103,5/21/2022 0:00
3611,5/16/2022 0:00
95720,5/17/2022 0:00
127638,5/18/2022 0:00
89797,5/19/2022 0:00
70263,5/20/2022 0:00
111876,5/21/2022 0:00
61769,5/16/2022 0:00
76922,5/17/2022 0:00
36081,5/18/2022 0:00
69912,5/19/2022 0:00
61625,5/20/2022 0:00
72795,5/21/2022 0:00
50465,5/16/2022 0:00
105653,5/17/2022 0:00
70183,5/18/2022 0:00
80920,5/19/2022 0:00
86780,5/20/2022 0:00
124916,5/21/2022 0:00
36558,5/16/2022 0:00
101748,5/17/2022 0:00
127902,5/18/2022 0:00
112448,5/19/2022 0:00
85712,5/20/2022 0:00
58388,5/21/2022 0:00
128996,5/16/2022 0:00
61881,5/17/2022 0:00
68010,5/18/2022 0:00
32520,5/19/2022 0:00
74807,5/20/2022 0:00
128417,5/21/2022 0:00
118424,5/16/2022 0:00
38312,5/17/2022 0:00
28109,5/18/2022 0:00
77340,5/19/2022 0:00
35273,5/20/2022 0:00
36964,5/21/2022 0:00
47996,5/16/2022 0:00
55424,5/17/2022 0:00
80668,5/18/2022 0:00
4215,5/19/2022 0:00
84784,5/20/2022 0:00
39176,5/21/2022 0:00
63512,5/16/2022 0:00
68908,5/17/2022 0:00
81927,5/18/2022 0:00
92420,5/19/2022 0:00
116269,5/20/2022 0:00
36574,5/21/2022 0:00
98866,5/16/2022 0:00
13660,5/17/2022 0:00
85065,5/18/2022 0:00
123019,5/19/2022 0:00
124951,5/20/2022 0:00
26606,5/21/2022 0:00
46493,5/16/2022 0:00
74721,5/17/2022 0:00
126598,5/18/2022 0:00
68894,5/19/2022 0:00
41432,5/20/2022 0:00
69584,5/21/2022 0:00
12320,5/16/2022 0:00
21606,5/17/2022 0:00
27022,5/18/2022 0:00
93621,5/19/2022 0:00
109561,5/20/2022 0:00
51792,5/21/2022 0:00
27137,5/16/2022 0:00
98333,5/17/2022 0:00
128945,5/18/2022 0:00
56840,5/19/2022 0:00
26562,5/20/2022 0:00
50110,5/21/2022 0:00
115165,5/16/2022 0:00
123449,5/17/2022 0:00
109230,5/18/2022 0:00
93885,5/19/2022 0:00
19388,5/20/2022 0:00
108437,5/21/2022 0:00
20488,5/16/2022 0:00
127969,5/17/2022 0:00
60084,5/18/2022 0:00
126008,5/19/2022 0:00
4552,5/20/2022 0:00
34334,5/21/2022 0:00
19440,5/16/2022 0:00
5907,5/17/2022 0:00
22563,5/18/2022 0:00
2631,5/19/2022 0:00
25808,5/20/2022 0:00
50650,5/21/2022 0:00
107887,5/16/2022 0:00
58756,5/17/2022 0:00
40869,5/18/2022 0:00
107931,5/19/2022 0:00
9332,5/20/2022 0:00
115559,5/21/2022 0:00
5898,5/16/2022 0:00
100438,5/17/2022 0:00
123147,5/18/2022 0:00
74651,5/19/2022 0:00
107731,5/20/2022 0:00
11487,5/21/2022 0:00
79819,5/16/2022 0:00
29653,5/17/2022 0:00
34213,5/18/2022 0:00
58294,5/19/2022 0:00
42256,5/20/2022 0:00
4099,5/21/2022 0:00
76865,5/16/2022 0:00
11320,5/17/2022 0:00
67505,5/18/2022 0:00
127224,5/19/2022 0:00
5793,5/20/2022 0:00
72314,5/21/2022 0:00
84077,5/16/2022 0:00
24265,5/17/2022 0:00
89108,5/18/2022 0:00
13460,5/19/2022 0:00
32560,5/20/2022 0:00
69891,5/21/2022 0:00
104450,5/16/2022 0:00
105220,5/17/2022 0:00
56614,5/18/2022 0:00
13341,5/19/2022 0:00
85982,5/20/2022 0:00
100879,5/21/2022 0:00
34711,5/16/2022 0:00
129663,5/17/2022 0:00
128426,5/18/2022 0:00
71118,5/19/2022 0:00
125637,5/20/2022 0:00
101409,5/21/2022 0:00
96731,5/16/2022 0:00
49305,5/17/2022 0:00
90464,5/18/2022 0:00
60091,5/19/2022 0:00
57185,5/20/2022 0:00
99924,5/21/2022 0:00
91359,5/16/2022 0:00
30690,5/17/2022 0:00
34757,5/18/2022 0:00
23726,5/19/2022 0:00
91742,5/20/2022 0:00
77318,5/21/2022 0:00
87413,5/16/2022 0:00
