Repayment_id,repayment_amount,Default_Value
114421,65482,0
57463,49278,0
77808,65682,0
43171,73251,0
3392,50322,0
45317,53355,0
119577,54387,0
5574,49103,0
55735,61947,0
127738,66122,0
101177,38239,0
85416,55013,0
88109,64082,0
83477,43130,0
94655,47145,0
94565,59147,0
59581,64169,0
45641,63650,0
148,66887,0
88499,39074,0
106396,80186,0
48803,50308,0
80597,54259,0
109003,90555,0
46709,44045,0
120381,52178,0
72500,67582,0
92991,39074,0
125456,45945,0
20770,65882,0
59898,70317,0
124717,47545,0
38513,67782,0
8060,59697,0
116844,64382,0
111190,53319,0
89172,63782,0
20170,32384,0
25827,69417,0
78007,59647,0
24311,49878,0
98352,54013,0
104698,49262,0
105051,59634,0
112788,59368,0
67706,59368,0
106090,52434,0
110586,38173,0
125586,59368,0
32925,59368,0
96056,59368,0
7835,56434,0
30273,55120,0
57919,60471,0
43583,53656,0
118382,59368,0
43739,50627,0
129463,56098,0
87767,59368,0
62236,47282,0
113291,44657,0
77817,59368,0
19546,59368,0
26561,59368,0
59548,43854,0
87184,56022,0
83886,59368,0
97731,56312,0
81155,52355,0
102672,54587,0
56814,59368,0
6015,59368,0
63868,59368,0
80978,59368,0
16053,56585,0
123885,60471,0
117111,53827,0
43844,51309,0
116467,59368,0
47114,59368,0
44233,59368,0
1701,50712,0
14270,36457,0
29108,59368,0
25431,55399,0
24563,42139,0
122988,59368,0
66323,47640,0
97888,40532,0
48044,59368,0
101315,59368,0
104158,42753,0
105466,59368,0
118435,50521,0
111264,59368,0
72334,58920,0
56805,53827,0
50992,52674,0
48962,59368,0
46392,56399,0
1169,56434,0
42604,56834,0
17140,59368,0
72326,49008,0
52557,46410,0
51428,59368,0
28880,46206,0
65866,59368,0
87446,59368,0
9380,53827,0
116626,55120,0
42263,59368,0
105454,59368,0
26921,62824,0
119927,59368,0
109988,59368,0
7205,52989,0
88231,59368,0
70608,59368,0
90059,57138,0
83609,49803,0
117589,57312,0
65291,44970,0
78819,54513,0
88446,59012,0
21842,56726,0
95278,62947,0
80317,61767,0
100937,63882,0
74492,61657,0
10721,47145,0
85749,65085,0
7909,65595,0
78767,58258,0
56659,31109,0
3075,73231,0
92546,61447,0
38273,57959,0
119580,63062,0
97737,57297,0
125952,56901,0
44428,53876,0
74871,53213,0
89505,53678,0
84094,64882,0
74914,69683,0
10274,51078,0
55154,58784,0
20060,57363,0
17554,55813,0
85506,52203,0
23036,40748,0
112124,72443,0
25786,56913,0
50456,82686,0
53537,56913,0
100769,55138,0
64437,54013,0
101885,52103,0
121448,68673,0
85649,72025,0
13452,41034,0
8823,71719,0
106680,59255,0
45450,24861,0
4633,48749,0
102396,34162,0
59999,97890,0
39090,58947,0
10000,50278,0
114729,70317,0
70445,70014,0
81682,69857,0
64063,74256,0
60085,62713,0
39486,41034,0
42123,50518,0
74709,58227,0
71997,43609,0
42025,95010,0
115390,71317,0
107018,54177,0
26123,44909,0
126172,40850,0
79546,95910,0
5951,38275,0
43879,46379,0
103016,59530,0
43236,57657,0
55887,65309,0
56091,37221,0
117279,22574,0
56129,49358,0
23183,68882,0
26286,55013,0
99067,29984,0
76288,52632,0
98855,33484,0
7677,52159,0
122397,61713,0
71266,58947,0
92472,50295,0
64513,46869,0
89612,44145,0
115831,54619,0
17020,102703,0
19976,102253,0
112102,41340,0
17860,61947,0
5416,41394,0
37107,33341,0
26239,43929,0
66226,44909,0
93905,52303,0
89497,46349,0
62980,34415,0
31264,53040,0
82836,60139,0
113271,72373,0
4505,47599,0
3270,57263,0
95123,38939,0
64108,59013,0
52521,48849,0
97818,55259,0
95182,57509,0
20997,26779,0
39907,44599,0
7322,33888,0
23115,60213,0
14771,33701,0
101305,88805,0
120640,49328,0
32022,54759,0
74955,55509,0
118261,64419,0
23999,48349,0
41,54263,0
48724,47599,0
111348,58594,0
81342,46599,0
90701,61067,0
62252,55784,0
106401,46599,0
105046,44223,0
96836,54659,0
38921,49133,0
53359,63463,0
95751,46998,0
85638,51874,0
3168,59197,0
54773,47485,0
53026,64419,0
60269,50553,0
17583,50803,0
100162,80283,0
18160,40644,0
6929,43644,0
108155,68882,0
58099,51303,0
46291,55509,0
54427,54303,0
53065,54509,0
35018,45466,0
5089,37689,0
70673,46599,0
89326,39554,0
83360,34689,0
5119,24601,0
40293,45599,0
6601,42394,0
6142,50553,0
52490,49358,0
104929,56470,0
80862,62463,0
56436,32832,0
79062,63213,0
124029,57259,0
101758,64882,0
13808,95540,0
112485,56759,0
82940,30484,0
86994,57259,0
26957,89555,0
110980,49349,0
27637,68419,0
31320,44599,0
30060,45349,0
34987,59463,0
107866,58259,0
115500,71817,0
78870,47349,0
1246,86620,0
11927,64132,0
410,67132,0
58873,45349,0
73652,80686,0
91504,65169,0
39260,61213,0
9133,59463,0
20753,46649,0
59305,65169,0
29666,68132,0
104053,70067,0
17505,75079,0
97050,61947,0
35052,76001,0
41942,46949,0
54306,58454,0
53431,89135,0
80049,64669,0
121304,63722,0
107508,92105,0
32485,67682,0
73230,84745,0
25922,52078,0
29898,66576,0
88867,82586,0
119150,68817,0
29740,136275,0
110357,57013,0
45534,53759,0
81517,58807,0
20095,71577,0
84744,58159,0
11527,63722,0
6412,61312,0
52071,64712,0
45267,43394,0
32028,60713,0
44644,66382,0
76063,131410,0
47038,57513,0
99574,63747,0
4683,62073,0
93549,68418,0
65382,75573,0
88598,55684,0
70642,66979,0
50191,34939,0
32115,50078,0
43016,65702,0
24179,71817,0
50343,56013,0
119353,64088,0
90103,58259,0
66628,33634,0
72419,65207,0
125991,69817,0
112105,71017,0
16741,66484,0
16729,42454,0
1502,60213,0
13416,47849,0
44631,61447,0
112145,59179,0
45566,72996,0
97655,62302,0
35826,106028,0
32361,66979,0
28070,60947,0
31315,48803,0
93535,65702,0
34878,62073,0
65691,54259,0
65213,43394,0
11023,86989,0
86473,47849,0
43622,76789,0
122741,75471,0
66,56013,0
107164,51768,0
48091,62005,0
13256,58608,0
21509,52578,0
102663,70092,0
125335,53303,0
36094,48803,0
103530,57513,0
22310,56923,0
55697,44349,0
94712,58447,0
71826,67082,0
120852,79736,0
45833,68882,0
120420,62347,0
103314,65882,0
123008,70317,0
8225,69517,0
73016,56259,0
85948,57013,0
123253,66582,0
129656,82176,0
59053,54509,0
98473,65882,0
80630,36439,0
70695,59913,0
57194,62947,0
19452,58059,0
125432,66482,0
83698,53328,0
127420,64882,0
92352,58647,0
41962,66582,0
118969,57259,0
45102,82376,0
76728,70517,0
96638,59647,0
79299,65619,0
43034,55259,0
100358,68817,0
28786,77779,0
12893,54959,0
110351,59197,0
79391,58713,0
85060,58647,0
61962,59259,0
66167,39910,0
129460,68517,0
114944,39394,0
51531,57713,0
32536,72323,0
51370,54759,0
69293,38439,0
126113,53959,0
105938,61447,0
24431,60913,0
120698,55259,0
36271,46049,0
40379,67582,0
122291,59963,0
31239,96890,0
111618,33975,0
24209,78079,0
72507,41010,0
32814,79033,0
111285,56713,0
97471,36639,0
97552,54213,0
51121,47349,0
37453,46149,0
64674,74351,0
192,77451,0
115903,40394,0
111060,55563,0
65092,64982,0
128782,45599,0
57970,78329,0
124740,72817,0
51129,65169,0
78405,48349,0
22423,79033,0
113530,69373,0
53049,66582,0
102754,64882,0
20012,61793,0
100683,67582,0
122279,53303,0
12013,56509,0
94101,41210,0
109824,51578,0
85678,68169,0
2959,64169,0
10456,62213,0
85615,78451,0
55511,52303,0
55458,44195,0
24643,71423,0
114973,64882,0
14210,46349,0
11686,56063,0
48009,60947,0
63504,63869,0
48170,70917,0
74945,63682,0
30685,69817,0
100483,52703,0
60054,48749,0
56993,60213,0
1932,26781,0
125669,71067,0
26480,53413,0
48393,78686,0
94394,40894,0
20589,45099,0
87084,65669,0
80254,37939,0
9411,61197,0
28964,36189,0
27198,67969,0
93492,62147,0
74143,50303,0
67962,34484,0
50575,47545,0
94477,82886,0
39837,72573,0
25272,65469,0
63476,63682,0
18314,97390,0
110024,64882,0
124182,80033,0
112293,68323,0
113842,55013,0
46450,75579,0
95517,57159,0
123445,91743,0
3350,37091,0
31639,49503,0
127286,44394,0
126595,87489,0
91856,88120,0
105126,54303,0
67841,57813,0
121791,65132,0
128445,70123,0
48747,47645,0
54572,47845,0
104292,45499,0
30119,55009,0
92496,59273,0
42579,66769,0
69587,77159,0
34925,77551,0
66291,56863,0
55247,82564,0
31981,82286,0
116598,58409,0
127056,83586,0
25724,64213,0
25312,36439,0
122712,57513,0
108581,92555,0
5527,58759,0
47341,73817,0
96817,58013,0
39885,47349,0
129695,55759,0
67477,38141,0
114641,49238,0
68969,29431,0
113053,75079,0
4492,64669,0
56664,67169,0
88502,38439,0
96443,52803,0
34674,57759,0
12788,37439,0
127784,49349,0
58282,64213,0
1829,47849,0
110539,63213,0
101903,70537,0
111851,55259,0
82394,54303,0
53091,61613,0
13045,62947,0
74791,70123,0
52119,77431,0
12704,76079,0
109335,58413,0
112184,53078,0
113440,47145,0
100420,69023,0
55631,81386,0
76530,75651,0
30393,32384,0
105028,66882,0
55305,53413,0
111476,76568,0
102958,55599,0
95095,35439,0
102665,64782,0
81046,56159,0
21305,73651,0
24191,78586,0
48558,59473,0
49662,55913,0
14651,64069,0
66210,73751,0
68725,62813,0
91796,81586,0
97412,55159,0
82804,62347,0
35951,71317,0
37362,22874,0
5459,74551,0
102130,74451,0
121783,47849,0
9999,48703,0
50058,60213,0
106861,63669,0
114805,80586,0
110338,61947,0
101254,33939,0
18555,50703,0
39807,47749,0
122305,53913,0
58374,64782,0
52752,77251,0
106523,48349,0
590,52303,0
109839,70817,0
62962,52078,0
88215,49303,0
87452,55259,0
51646,56259,0
12674,34439,0
64510,71317,0
59615,52303,0
75854,57013,0
98217,55259,0
117942,63882,0
68128,54509,0
56643,79186,0
96787,56013,0
89948,62947,0
18430,71717,0
63249,68169,0
55387,55259,0
34153,55013,0
1038,55013,0
120837,78079,0
69415,45349,0
71682,36439,0
27344,49303,0
54549,68817,0
124979,67119,0
112326,55013,0
35927,65882,0
90089,55013,0
55783,82086,0
126651,89055,0
105981,63213,0
54938,87555,0
88483,55013,0
107610,34439,0
95986,54259,0
100265,78186,0
41764,53078,0
53226,57259,0
50460,71317,0
105135,82586,0
15668,82933,0
35322,53078,0
61086,38439,0
127853,44995,0
26365,36275,0
13588,64132,0
36401,39394,0
114145,70317,0
63050,55513,0
125605,72217,0
12564,64882,0
25480,62947,0
50696,34439,0
93046,73023,0
106545,51303,0
99320,62947,0
6105,52328,0
39681,37489,0
21761,58947,0
43350,60213,0
122997,55513,0
37575,61897,0
3435,45145,0
87135,47395,0
63643,59213,0
10252,47145,0
35966,58947,0
86974,45649,0
41303,36275,0
11659,57063,0
75516,62197,0
17389,67132,0
113976,53328,0
113201,52078,0
21075,50078,0
37147,79186,0
28769,65882,0
59847,54259,0
117654,65132,0
109441,58447,0
115518,58013,0
26093,38439,0
86208,73751,0
712,71123,0
100750,61213,0
69703,70123,0
54930,62213,0
47611,70817,0
128924,68817,0
111863,53078,0
59232,53078,0
9534,53303,0
62046,51803,0
54041,71067,0
92980,68817,0
11128,78186,0
65012,34275,0
118353,53078,0
107626,76079,0
126407,58947,0
74277,38275,0
8837,53303,0
70820,42394,0
968,57513,0
6349,58947,0
74121,68817,0
64620,52328,0
102984,61213,0
120966,77329,0
78485,43094,0
34920,46045,0
24493,52053,0
1395,46449,0
99204,57913,0
21242,47045,0
98408,49803,0
55784,67619,0
55037,58413,0
50553,55313,0
84994,49103,0
42729,51553,0
42371,51503,0
104436,47445,0
27105,40294,0
85030,24729,0
75758,63482,0
16658,53459,0
23084,66632,0
94033,46749,0
86517,77751,0
70451,30584,0
12918,38894,0
55503,40594,0
125065,27220,0
7225,42694,0
26377,53513,0
74350,56759,0
41578,54859,0
68946,51328,0
22567,62947,0
9059,48149,0
103395,53203,0
7781,45749,0
107786,51978,0
104165,64869,0
37826,47349,0
109861,42710,0
109112,52803,0
35750,32684,0
5337,37639,0
6610,72317,0
45382,60947,0
669,54259,0
38377,26529,0
66359,57759,0
5806,49078,0
57001,53303,0
45971,60947,0
121506,55513,0
80048,53303,0
24269,63447,0
97558,71623,0
42955,94990,0
115958,57513,0
21157,57013,0
93262,41894,0
129717,68169,0
90993,56013,0
4399,40394,0
36543,43894,0
69874,76751,0
77525,59713,0
102326,56513,0
25561,50078,0
80191,52803,0
86252,44145,0
48012,46895,0
46130,61197,0
114939,73317,0
60686,52078,0
32656,49763,0
6177,64042,0
2894,50743,0
128467,38139,0
107237,46665,0
25463,53393,0
62836,57013,0
97252,42794,0
15999,48783,0
109066,37561,0
26944,59347,0
19057,62413,0
5556,43429,0
126864,39439,0
22983,33284,0
58864,30484,0
39571,42014,0
102162,59687,0
69916,42794,0
48891,37159,0
127981,80506,0
14566,46665,0
3585,54373,0
105073,47849,0
91363,66419,0
22009,22594,0
102921,42794,0
67067,54373,0
38368,54373,0
117812,57659,0
103405,50518,0
4091,48558,0
71548,49763,0
25476,49538,0
126925,52632,0
19434,50478,0
68710,55353,0
60435,70837,0
122959,50553,0
107704,53639,0
117292,51498,0
80729,32264,0
52632,70837,0
70299,32304,0
101166,36179,0
128043,56333,0
33232,38890,0
113560,59687,0
9755,39794,0
128228,50518,0
106412,51723,0
81787,48558,0
14254,34219,0
96185,52478,0
65081,53393,0
66623,50303,0
116641,56333,0
59826,71277,0
47413,56159,0
1272,59747,0
31826,61947,0
89671,75751,0
122890,55513,0
115086,54059,0
9095,63413,0
18148,68567,0
73405,57613,0
127631,75667,0
51111,28029,0
13368,92055,0
7327,40610,0
38306,46045,0
110255,81711,0
64984,60747,0
107202,41294,0
71104,64882,0
19749,86489,0
4736,52478,0
96295,56359,0
91471,47849,0
9110,63447,0
44276,47349,0
59687,48249,0
17993,46349,0
42571,49903,0
19387,38039,0
101107,59713,0
75354,62099,0
113878,78601,0
40083,51303,0
52566,58959,0
80345,47849,0
79409,57413,0
45565,49253,0
104289,50853,0
18016,54659,0
95299,92843,0
117925,49349,0
14599,52753,0
25357,66769,0
35688,55959,0
77339,54053,0
69486,63632,0
43244,80086,0
21988,46899,0
110734,48949,0
17305,43194,0
73800,55559,0
75006,58663,0
96931,74751,0
84001,63213,0
4708,84007,0
92234,30084,0
42149,59347,0
92752,70913,0
94898,56259,0
124646,34739,0
1970,59259,0
118383,43294,0
41209,55759,0
17849,96549,0
122582,53303,0
71467,61247,0
40625,97490,0
40896,90555,0
117937,51603,0
58022,56259,0
13410,59547,0
4615,92555,0
7432,56333,0
110892,56533,0
8592,52303,0
43662,49553,0
54387,45349,0
86093,55863,0
78541,96490,0
97910,44210,0
114274,58509,0
12941,60113,0
63937,37689,0
61702,53303,0
68491,55259,0
109346,76579,0
45418,49349,0
90525,52178,0
55150,70817,0
83830,75671,0
85889,62463,0
94281,33484,0
18449,54759,0
109664,44210,0
92017,54759,0
19225,57259,0
122338,86120,0
91912,56513,0
34424,74691,0
38854,49303,0
80995,46849,0
70781,53078,0
75891,79433,0
41077,62713,0
120917,58159,0
14635,57259,0
17680,62947,0
90827,58759,0
111359,65882,0
102760,52303,0
21042,52578,0
16610,44145,0
21744,53303,0
52349,46349,0
22,34939,0
110934,41210,0
50972,59713,0
105180,13640,0
67900,43394,0
68749,27529,0
9953,61447,0
75303,62713,0
17892,82400,0
109338,71123,0
115054,51803,0
48543,47349,0
81173,69528,0
26535,73711,0
78705,78079,0
84625,41394,0
37216,65669,0
104134,55513,0
71665,59259,0
108011,56759,0
73704,42394,0
92488,54303,0
12306,55259,0
119819,53803,0
33226,48849,0
114925,56259,0
66083,63213,0
34954,46349,0
88063,56759,0
106111,62713,0
51554,53303,0
106350,48849,0
125711,64669,0
104542,59447,0
6755,46849,0
30820,54203,0
22038,50303,0
50487,57259,0
55033,64213,0
82364,71817,0
21121,52803,0
35029,46349,0
45491,58759,0
72946,67669,0
47109,43394,0
3799,31484,0
109750,41894,0
67486,56259,0
54875,51303,0
36656,63213,0
126435,33484,0
107713,58594,0
35465,56259,0
21372,49349,0
6491,24574,0
115340,57259,0
111782,51803,0
88327,97490,0
26616,64213,0
103636,72123,0
49471,59013,0
91099,55759,0
16943,61447,0
52719,46849,0
124201,46349,0
73358,24341,0
4674,60713,0
72777,63713,0
120724,48849,0
59983,70123,0
12230,52303,0
42936,50803,0
69968,54303,0
17859,58259,0
57775,53303,0
54299,42394,0
111410,64382,0
126911,51303,0
69183,48849,0
40376,44394,0
103212,59013,0
26236,59947,0
5068,62447,0
112994,65169,0
127320,44394,0
51423,50303,0
43402,58326,0
34813,54078,0
78016,63213,0
68034,71123,0
12121,44394,0
9826,50078,0
82972,52803,0
39201,64882,0
61214,46849,0
18000,64882,0
16184,49803,0
35518,65169,0
106886,63213,0
78101,67169,0
60136,26029,0
85243,55259,0
20447,57259,0
56087,73623,0
116959,56013,0
98751,44849,0
73305,39439,0
77803,73817,0
51049,60213,0
46588,97490,0
113657,68169,0
11470,52303,0
65774,80186,0
120366,35344,0
42996,61213,0
128869,61713,0
127854,67169,0
56834,77079,0
86689,60713,0
48980,80686,0
4545,23651,0
17443,59259,0
20498,58259,0
127280,37939,0
52279,59259,0
119341,39894,0
33783,62947,0
25482,45349,0
47356,58759,0
64031,68582,0
50537,64213,0
52969,57263,0
110677,29529,0
81201,61213,0
58071,42644,0
12713,49553,0
6241,58013,0
118218,49553,0
100618,31484,0
122051,76751,0
116779,66882,0
100151,64213,0
57232,52553,0
12658,63213,0
105828,58013,0
16088,33484,0
49745,68882,0
51819,50303,0
79965,59013,0
8899,48349,0
66042,55013,0
76174,62947,0
79620,59259,0
56422,65882,0
11904,68882,0
46966,53303,0
104685,51078,0
62050,66419,0
36811,57509,0
10361,41394,0
89483,20574,0
58501,76001,0
31123,67323,0
69863,59013,0
45967,65882,0
15913,41830,0
115335,56529,0
55717,55413,0
35440,60947,0
108960,80000,0
98542,71317,0
11410,84033,0
76836,54913,0
73823,35536,0
72262,74379,0
76642,67481,0
109547,77751,0
73071,72817,0
112236,75651,0
119936,23874,0
9894,70837,0
26026,55513,0
39140,48413,0
8242,69817,0
95156,45465,0
91771,61513,0
76897,57713,0
5656,67882,0
20139,44394,0
61195,75251,0
24727,67282,0
125661,62713,0
83362,74251,0
1690,25181,0
89383,83686,0
4048,56959,0
8091,75751,0
104824,57689,0
43966,56459,0
4011,52603,0
110088,56525,0
127453,57013,0
87303,41305,0
3550,62713,0
78010,57591,0
113852,59013,0
8683,66382,0
111085,65682,0
59440,62713,0
38013,62513,0
104196,44549,0
98158,57329,0
119604,65369,0
48063,58259,0
71130,63834,0
53702,36939,0
20943,63542,0
96451,46838,0
70693,61479,0
37220,65502,0
67765,60947,0
83750,46349,0
77385,42601,0
122119,68817,0
85637,43577,0
37749,61647,0
11329,53139,0
18455,45932,0
49862,60667,0
87443,65285,0
95809,65502,0
45436,62562,0
106457,66769,0
20864,51712,0
13083,61647,0
18265,58707,0
26488,26949,0
38879,44529,0
60791,49241,0
84383,44409,0
35489,37311,0
92458,67594,0
45655,36450,0
45681,60947,0
94692,53139,0
112868,65502,0
27181,52893,0
69299,76151,0
1679,64522,0
26255,42494,0
102001,72817,0
49838,42125,0
10124,67703,0
3569,59687,0
58623,39579,0
8208,76151,0
65327,60667,0
4023,63542,0
3292,51978,0
121355,59687,0
98232,60667,0
41748,49241,0
114307,51659,0
78534,43035,0
59721,23729,0
27575,50628,0
109677,39249,0
49285,35439,0
104833,46349,0
104809,53383,0
63367,50368,0
51609,27684,0
51131,29541,0
119219,54613,0
75488,46903,0
81463,47943,0
54036,46049,0
10225,41049,0
56357,52709,0
52399,46878,0
96383,47943,0
81445,33489,0
120119,41444,0
123942,45845,0
24524,39304,0
24968,45049,0
31807,46878,0
66148,50708,0
123898,26729,0
76643,55563,0
1653,48803,0
70372,47653,0
80841,51294,0
9642,53113,0
88103,38994,0
107907,42169,0
107549,41965,0
89457,45845,0
115134,47828,0
102740,46778,0
71972,34439,0
54311,46748,0
38641,41965,0
88211,50678,0
35650,53483,0
108511,59147,0
96852,43905,0
64197,53613,0
27821,48788,0
14475,32375,0
26906,48728,0
58400,44109,0
76018,42149,0
60645,42999,0
116015,40844,0
128446,43795,0
79163,43045,0
45839,40694,0
41456,50803,0
115496,53713,0
98188,36879,0
2476,36289,0
113915,46953,0
109969,48913,0
39860,59647,0
70391,60947,0
10183,49778,0
64014,59647,0
74897,41594,0
126959,64082,0
95530,51778,0
99412,57713,0
70785,50078,0
50701,47049,0
82694,60213,0
7609,44549,0
33040,58713,0
43487,61647,0
6239,48049,0
82196,54513,0
22711,51778,0
108436,54713,0
3299,52778,0
73895,66869,0
53132,42494,0
25291,50078,0
63941,43910,0
108054,60647,0
44094,63913,0
119047,49049,0
76652,33184,0
42612,59947,0
110786,60913,0
88435,43910,0
12188,47845,0
29288,45849,0
60658,45049,0
94589,58013,0
6058,44094,0
29205,60413,0
105429,52078,0
52722,46845,0
67610,54713,0
110493,95096,0
18991,52003,0
95796,59013,0
83759,59013,0
52852,57459,0
44279,58713,0
102015,54213,0
117004,58013,0
69817,56213,0
55672,46245,0
32953,57959,0
81696,47145,0
113058,59147,0
111994,52503,0
75674,51778,0
76150,49145,0
71943,162835,0
54840,57013,0
3725,50303,0
102105,52778,0
124496,51078,0
113889,63647,0
99705,51578,0
124759,52278,0
86544,59013,0
96107,45549,0
111208,42644,0
73968,44394,0
80822,54713,0
52602,59013,0
64034,41094,0
46334,54959,0
99042,47349,0
14975,52303,0
49025,35939,0
53586,67282,0
67140,51803,0
43655,56859,0
96035,52303,0
342,48503,0
49381,68082,0
108350,52803,0
82296,52903,0
96423,61747,0
111660,46749,0
124546,54259,0
84584,55213,0
125494,54159,0
119117,51578,0
62989,56759,0
1448,58013,0
122860,44049,0
5250,44849,0
45037,60147,0
94895,44049,0
105834,60713,0
2876,48349,0
80146,41610,0
78164,55059,0
115754,49103,0
113060,52003,0
87741,42394,0
29771,48578,0
62765,55159,0
46066,58647,0
82587,44549,0
53067,55713,0
27831,53303,0
121108,51903,0
75919,48603,0
114726,51303,0
101195,53078,0
79947,51103,0
54649,55259,0
127499,49803,0
78083,43949,0
124919,38794,0
106277,58013,0
32004,35439,0
42353,39394,0
10156,49903,0
43086,31984,0
73617,52503,0
36488,49278,0
77698,59447,0
115189,50303,0
74431,67669,0
80979,57059,0
76973,60213,0
32130,50803,0
26173,58413,0
85956,39294,0
85174,51103,0
44504,58013,0
69108,56459,0
52328,52653,0
75895,52403,0
42922,52003,0
69628,57259,0
69467,51803,0
94608,58847,0
47156,59947,0
81417,58259,0
33915,56159,0
41661,61213,0
112492,49003,0
73685,58259,0
49386,58413,0
48581,59313,0
11067,48145,0
118796,43394,0
86885,43394,0
75280,49903,0
69032,48349,0
104971,41194,0
4308,45149,0
126319,58013,0
115962,43849,0
2055,70623,0
43311,53278,0
97337,50603,0
99590,61947,0
16409,58013,0
17261,58259,0
76628,58259,0
129502,77751,0
93514,44394,0
54098,59713,0
111499,60013,0
2673,60213,0
84976,48349,0
56650,42194,0
126672,42194,0
92409,56813,0
48705,55013,0
75580,56867,0
50426,50078,0
10915,49349,0
31923,56867,0
36776,57759,0
8211,59259,0
113821,42194,0
61913,42194,0
119654,52078,0
4925,51078,0
86177,55259,0
29350,52303,0
44645,56867,0
13185,48349,0
115244,57259,0
35504,48349,0
75886,56621,0
58739,56867,0
108788,55513,0
23593,56621,0
8074,50303,0
88850,47149,0
107922,58259,0
49532,43394,0
11866,49145,0
10977,52078,0
52185,51303,0
85564,51303,0
27741,56013,0
74059,53078,0
100991,59013,0
23153,54078,0
87503,47349,0
24958,64213,0
92220,53078,0
107708,50078,0
95701,55513,0
50709,51303,0
59628,55399,0
124805,47349,0
99786,56622,0
13591,52103,0
19681,58447,0
81364,59313,0
46625,59883,0
35441,61347,0
72717,60147,0
126763,65669,0
34642,58459,0
113646,58459,0
37951,54959,0
115459,63347,0
48534,53503,0
96526,54959,0
43355,59613,0
62351,55813,0
4483,59613,0
28975,50803,0
18894,56859,0
112821,55913,0
117643,58459,0
67971,46549,0
120768,54959,0
120540,66082,0
36530,50503,0
6798,56213,0
5628,56813,0
34165,59347,0
81394,46849,0
20632,65834,0
68296,57293,0
115614,59347,0
22547,59347,0
89662,59113,0
111148,56859,0
36306,58543,0
1766,47849,0
29314,57259,0
82580,55184,0
83253,44849,0
115036,58159,0
92326,57813,0
51157,65885,0
108609,53703,0
113106,56135,0
108307,47849,0
74890,49803,0
117188,59347,0
66177,62247,0
28303,56259,0
117862,55881,0
77219,55897,0
78828,56259,0
103893,60947,0
46806,56013,0
56584,43094,0
127475,52303,0
82282,56135,0
30266,56259,0
9608,50803,0
91427,56913,0
31586,61713,0
35415,62247,0
4684,55635,0
14202,63519,0
89692,56259,0
16841,59647,0
70637,56259,0
65439,49803,0
116975,51803,0
42623,61870,0
10634,52578,0
33952,53103,0
129561,53368,0
60081,57430,0
108982,47820,0
110140,47185,0
101246,55378,0
11841,63938,0
62026,67990,0
74597,62340,0
82363,57390,0
104881,43715,0
70723,56513,0
118666,56805,0
85135,67022,0
124897,52640,0
1181,61128,0
55593,65382,0
72010,34210,0
2509,44880,0
129770,45380,0
115163,42360,0
28808,64042,0
7456,67022,0
56829,34484,0
62139,60005,0
125122,47185,0
64196,61998,0
126092,60187,0
54204,58973,0
99224,39074,0
9135,51803,0
121013,64669,0
75846,54759,0
108651,46045,0
18788,62713,0
121364,62903,0
59663,52803,0
6403,35199,0
28840,54303,0
54029,58259,0
56023,45889,0
106254,59623,0
17120,61713,0
101425,53393,0
39291,43394,0
38594,28029,0
63055,52953,0
93470,44849,0
89495,50803,0
32771,63724,0
105934,27529,0
89271,51078,0
66967,59447,0
86609,67382,0
66474,49803,0
88879,48849,0
111160,50578,0
69842,53578,0
117666,59713,0
71726,54759,0
58449,50578,0
64569,67669,0
74878,62447,0
54974,72623,0
20483,43394,0
61595,55259,0
112507,67897,0
95883,54759,0
64836,47849,0
107852,59713,0
32213,63447,0
35905,45849,0
120513,57513,0
31908,43894,0
120609,40894,0
36030,61167,0
107546,44849,0
54804,42185,0
101996,41034,0
36211,50803,0
57388,67669,0
35684,56759,0
97217,49803,0
23121,76079,0
93704,63062,0
11647,61838,0
30866,47908,0
77885,51803,0
98211,66419,0
109945,54759,0
46763,67669,0
105571,60453,0
45208,63447,0
80734,51498,0
104370,66382,0
35785,58535,0
3635,53995,0
2690,53563,0
14429,54710,0
9118,47729,0
102929,42030,0
91260,46375,0
10638,51148,0
12056,49608,0
71255,48363,0
91246,53860,0
95471,53745,0
33617,37748,0
34477,37936,0
27893,48585,0
17796,42704,0
94683,56283,0
49525,35412,0
14355,20784,0
96454,49715,0
28436,43947,0
95770,38694,0
64067,52458,0
112841,47329,0
64020,48585,0
85088,47743,0
39164,49051,0
45401,53716,0
51944,53745,0
112628,53549,0
124268,49781,0
51725,55693,0
80899,56128,0
1308,47618,0
3246,53745,0
105574,41492,0
94137,47729,0
104430,54006,0
87279,85105,0
21351,36869,0
35714,40760,0
42005,30664,0
127238,50176,0
124608,49715,0
86973,39674,0
54851,38474,0
17091,96029,0
95451,49608,0
124290,47118,0
27908,55260,0
85530,46365,0
2329,52123,0
44162,46365,0
78483,41844,0
37428,36869,0
32378,54409,0
33222,49715,0
96226,49187,0
80218,49715,0
16396,37479,0
80913,51978,0
75622,54281,0
86809,49715,0
124316,47493,0
122332,50078,0
88100,52623,0
94599,78661,0
128836,51536,0
89051,60271,0
118487,43228,0
121349,62241,0
68244,46759,0
72332,45699,0
99846,39715,0
77480,55640,0
85687,50900,0
52556,52796,0
91308,44702,0
9850,41848,0
106547,39041,0
129287,70566,0
97191,42473,0
40413,52021,0
50066,54409,0
58775,44097,0
8698,45684,0
79059,54428,0
83638,44128,0
30736,52625,0
11206,51312,0
