Eligible_id,Client_Income,Client_Income_Type,Active_Loan,Credit_Bureau,
82440,22500,Service,1,2,
81861,13500,Service,1,0,
107745,4500,Service,1,,
10056,18000,Service,0,2,
71742,29250,Commercial,,2,
41355,22500,Service,0,0,
115380,20250,Service,1,1,
115039,17100,Service,0,0,
127372,13500,Retired,1,2,
86931,13500,Service,1,1,
76077,12150,Retired,0,,
56114,11250,Retired,1,0,
77582,15750,Service,1,0,
84741,12235.05,Service,1,0,
12544,6750,Retired,1,2,
46162,45000,Commercial,0,,
27406,15750,Service,1,1,
75364,12600,Retired,0,,
54097,20250,Service,0,8,
39272,27000,Commercial,1,,
58249,15750,Retired,1,2,
80971,11250,Retired,0,1,
52949,15750,Service,,4,
74111,13500,Service,1,,
28927,20250,Service,1,0,
61044,36000,Service,1,1,
110628,36000,Govt Job,0,0,
124516,9000,Service,,,
47510,15075,Service,0,,
31085,11250,Service,0,2,
126569,13500,Service,1,,
91732,11250,Govt Job,0,2,
40737,4500,Service,1,,
119378,15750,Commercial,1,0,
73653,20250,Govt Job,0,0,
87624,22500,Service,1,0,
95744,15750,Commercial,1,,
60727,6300,Retired,0,5,
83553,15750,Service,1,7,
64330,33750,Commercial,1,0,
94212,13500,Service,1,1,
52172,11250,Service,0,1,
93883,27000,Service,1,1,
38623,11250,Commercial,1,2,
81580,18000,Commercial,0,2,
96076,36000,Service,,,
42611,15750,Commercial,0,0,
61084,12600,Govt Job,0,1,
63914,15300,Service,0,1,
52565,33750,Govt Job,,1,
31705,7875,Service,,0,
122515,4500,Service,0,,
56842,11700,Commercial,1,1,
96419,11250,Service,1,5,
33991,18000,Service,1,2,
21869,10350,Commercial,0,3,
32793,13500,Service,0,2,
101863,9000,Service,1,2,
56332,14400,Service,0,0,
89413,27000,Service,1,1,
109368,20250,Service,1,3,
85748,18000,Govt Job,0,0,
52219,11250,Retired,1,2,
109833,7650,,1,1,
91484,20250,Commercial,1,1,
63879,22500,Govt Job,1,1,
72749,22500,Service,1,6,
65667,11250,Service,1,2,
80627,12600,Service,1,1,
49826,18000,Service,1,1,
26500,18000,Service,0,1,
115703,45000,Retired,0,3,
112084,7650,Commercial,1,0,
68557,29250,Commercial,0,,
90515,19350,Commercial,0,6,
114671,27000,Retired,0,7,
8659,11250,Service,1,3,
124564,20250,Commercial,1,0,
29502,11250,Service,0,,
13478,22500,Service,1,,
64207,11250,Retired,0,,
74364,9900,Retired,1,3,
97152,,Service,0,0,
72004,18000,Service,0,3,
58921,11250,Service,0,0,
120125,11250,Service,0,0,
46434,31500,Service,1,0,
3261,13500,Service,1,4,
95080,36000,Commercial,1,4,
118169,6750,Retired,0,2,
92148,17100,Service,1,0,
12741,10350,Govt Job,1,0,
53421,29250,Commercial,1,1,
28591,9900,Service,0,1,
99027,18000,Service,1,5,
37084,21600,Commercial,1,2,
31224,10800,Retired,1,6,
51003,16200,Service,1,1,
126745,15750,,0,3,
120710,27000,Govt Job,0,4,
92428,8100,Service,1,,
43579,15750,Retired,1,2,
56210,6750,Service,1,,
93180,9900,Service,0,1,
8995,13500,Service,0,1,
106823,20250,Service,0,2,
62290,18900,Retired,0,2,
94364,15750,Service,1,1,
89228,9000,Service,1,2,
3870,29250,Commercial,,2,
101004,12150,Govt Job,0,2,
85670,22500,Commercial,1,5,
87133,,Service,0,4,
56589,11250,Commercial,0,0,
35947,13500,Govt Job,1,0,
129719,30600,Commercial,1,0,
120729,18000,Commercial,1,3,
50502,11250,Service,1,2,
92920,27000,Retired,0,,
10888,9000,Retired,0,,
120144,,Service,1,1,
123815,20250,Retired,0,2,
7833,13500,Commercial,0,0,
1332,27000,Commercial,1,,
118549,19350,Commercial,1,4,
88358,20250,Commercial,0,8,
1597,8100,Govt Job,1,2,
15390,18000,Govt Job,1,,
42413,22500,Service,1,8,
89403,11250,Service,1,0,
15128,9000,Service,1,0,
42246,13500,Service,1,1,
25955,31500,Service,0,,
103999,17164.35,Commercial,0,3,
25723,9000,Service,1,3,
81457,11250,Commercial,0,7,
37068,24750,Commercial,1,1,
99074,13500,Govt Job,0,2,
19695,13500,,1,1,
90172,9000,Service,0,0,
35896,20250,Service,1,1,
122400,31500,Service,0,,
78599,24750,Retired,0,0,
37345,11250,Retired,0,1,
86427,12600,Commercial,0,1,
92722,13500,Commercial,0,2,
80893,,Service,0,0,
99882,67500,Commercial,1,,
102511,13500,Service,0,3,
100388,18000,Retired,1,3,
24858,29250,Service,0,,
62737,13500,Commercial,1,4,
77757,12150,Retired,1,9,
86893,18000,Govt Job,1,4,
25142,19350,Commercial,0,1,
4961,6750,Service,1,0,
12264,15750,Commercial,0,1,
12137,9000,Service,1,0,
113298,13500,Retired,1,2,
85666,9900,Govt Job,0,2,
94180,18000,Service,0,1,
49486,20250,Service,0,5,
73127,6300,Commercial,0,,
44830,6750,Service,,2,
85313,,Govt Job,1,1,
77638,45000,Commercial,0,1,
107853,27000,Retired,0,2,
68355,4500,Service,0,1,
52038,9000,Service,0,,
48981,27000,Service,1,3,
53350,15750,Service,1,0,
34657,6750,Service,1,,
48258,11250,Service,1,0,
89780,13500,Commercial,1,1,
58834,29250,Service,0,0,
120526,45000,Commercial,0,0,
20338,31500,Commercial,0,0,
54028,22500,Commercial,1,,
74688,5850,Service,0,,
21971,15750,Govt Job,1,1,
21690,,Service,0,,
49421,8100,Service,1,,
42784,9000,Retired,,3,
19737,13500,Retired,0,7,
80824,9000,Service,0,,
28356,13500,Service,1,3,
44755,27000,Retired,0,1,
113552,6750,Service,1,1,
67533,13500,Service,1,0,
102708,26100,Service,0,1,
118276,15750,Govt Job,1,1,
45402,13500,Service,1,0,
103124,11250,Service,0,2,
80481,27000,Service,0,2,
30899,12150,Service,1,3,
36314,9900,Retired,0,,
16303,18000,Service,1,3,
30169,9000,Retired,1,2,
95347,11250,Service,0,1,
28917,13500,Service,0,2,
37445,9000,,,0,
108165,9000,Retired,0,2,
117831,33750,Service,0,3,
112298,27000,Service,0,0,
22403,12150,Commercial,1,,
61430,20250,Commercial,0,1,
35812,14535,Service,1,0,
33672,36000,Service,1,4,
118494,8550,Retired,0,2,
13314,20250,Service,1,2,
53465,15750,Service,0,0,
58424,7200,Service,1,0,
23897,18000,Commercial,1,2,
64771,7650,Service,0,3,
105910,36000,Service,0,0,
6263,14400,Service,1,2,
63196,29250,Commercial,0,3,
111552,11250,Service,1,1,
90123,27000,Service,0,0,
3389,15750,Commercial,1,1,
30283,20250,Service,0,1,
42302,18000,Service,0,0,
31774,9000,Govt Job,1,6,
86158,18450,Service,1,4,
92163,6750,,0,1,
97291,8550,Service,0,1,
101015,9000,Service,1,0,
39773,15750,,0,2,
85509,13500,Commercial,0,0,
127067,22500,,0,,
87418,13500,Service,1,1,
29202,20250,Service,0,1,
6533,15750,,,4,
48794,17550,Service,1,4,
36382,11250,Service,0,1,
90217,6750,Service,1,,
108939,22500,Govt Job,1,4,
128019,18000,Service,0,6,
10071,13500,Service,0,3,
5285,11700,Service,0,,
12882,15750,Service,0,2,
53806,18000,Service,0,4,
88131,22500,Service,1,1,
46624,9000,Service,0,0,
1832,18000,Service,0,,
64856,20250,Service,0,,
31797,13500,Commercial,0,2,
26532,12600,,0,,
109406,22500,Service,0,1,
65677,27000,Service,0,1,
41782,18000,Service,1,3,
91291,15750,Govt Job,0,2,
24910,31500,Govt Job,0,0,
63303,9000,Commercial,0,3,
51501,22500,Commercial,0,3,
1173,22500,Commercial,0,4,
6093,20250,Commercial,1,0,
61108,20250,Service,1,3,
41728,20250,Service,0,,
128832,36000,Service,0,4,
4210,20250,Service,0,1,
79533,38250,Service,1,2,
121250,12600,Service,1,0,
128771,,Retired,0,3,
114888,18000,Retired,0,,
39939,11250,Retired,1,0,
111162,13950,Govt Job,1,3,
66093,13500,Commercial,0,,
31621,11250,Retired,1,2,
106038,2958.3,Retired,1,,
69206,15750,Service,,0,
3915,,Service,1,,
114894,27000,Service,0,0,
19686,11250,Commercial,1,1,
62106,13500,Service,0,0,
28183,13500,Commercial,0,,
30874,9000,Service,1,1,
125517,11250,Retired,0,,
122654,18000,Service,1,1,
103709,44100,Govt Job,0,3,
85263,13500,Service,1,,
85938,9900,Service,1,2,
71357,8257.5,Retired,1,,
20493,13500,Service,,0,
37023,13500,,1,,
58354,13500,Service,0,0,
44255,18000,Service,0,1,
129243,11250,Retired,0,,
118495,13500,Service,1,2,
21444,13500,Service,0,4,
94709,22950,Commercial,,7,
65256,18000,Govt Job,1,1,
45712,18000,Service,0,3,
61416,18000,Govt Job,1,3,
86975,22500,Govt Job,0,1,
25802,9000,Service,1,0,
13613,20250,Service,0,3,
99700,9000,Service,1,0,
123471,12600,Service,0,3,
103856,20250,Retired,1,5,
25667,13500,,1,2,
122023,10575,Service,0,,
35105,18000,Retired,0,2,
129246,13500,Commercial,1,2,
39225,11250,Retired,0,0,
96812,9450,Retired,1,0,
103810,10350,Commercial,0,,
55964,49500,Service,0,0,
31062,9000,Retired,1,,
15959,18000,Govt Job,1,0,
57723,13500,Service,1,,
28175,13500,Service,1,0,
28767,6750,Retired,1,0,
103113,11250,Service,0,2,
39398,20250,Commercial,1,1,
46646,18900,Service,1,1,
73028,10800,Commercial,0,4,
129691,18000,Govt Job,1,0,
93979,,Service,1,,
38366,13500,Retired,1,0,
18565,11250,Service,0,2,
108232,18000,Commercial,0,,
71674,26100,Service,0,3,
29008,11700,Retired,1,2,
12007,36000,Commercial,1,4,
69039,30600,Govt Job,0,2,
90721,9000,Service,0,3,
36833,7650,Commercial,0,6,
56524,31500,Service,0,0,
82816,27000,Service,,0,
71521,12600,Service,1,0,
120943,9000,Service,0,1,
124317,15750,Retired,0,,
16679,20250,Service,0,1,
107408,13500,Retired,1,2,
10038,,Service,1,,
58260,22500,Service,0,2,
22771,27000,Service,0,2,
65041,20250,Service,0,3,
11251,7425,Retired,,2,
66761,13500,Service,0,3,
91556,11250,Service,0,1,
117368,27000,Retired,1,6,
126795,4500,Service,0,,
63434,13185,Service,0,0,
46069,9000,Service,0,1,
66593,11250,,0,4,
101376,18000,Service,1,2,
22366,11250,,0,1,
82420,,Service,1,0,
122232,13500,Service,1,4,
36313,10350,Commercial,1,0,
121310,27000,Service,0,1,
28123,16650,Commercial,0,3,
96888,18900,Retired,1,3,
129303,6750,Service,1,1,
4971,7650,Service,1,,
112351,22500,Service,0,5,
78737,20700,Service,0,1,
65829,9000,Commercial,0,1,
102483,17100,Commercial,1,,
27312,18000,Retired,1,6,
92838,11250,Commercial,,0,
37861,22500,Service,1,2,
39861,9000,Commercial,0,2,
100925,13500,Service,1,0,
52548,29250,Service,0,2,
15275,22500,Retired,1,3,
81632,8100,Service,0,0,
30530,33750,Retired,1,3,
35112,13500,Govt Job,1,1,
119119,36000,Commercial,0,0,
41011,9000,Retired,0,2,
702,18900,Commercial,0,1,
122481,20250,Service,0,2,
127823,27000,Commercial,0,,
24801,27000,Retired,0,7,
46979,13500,Service,1,,
57097,31500,Govt Job,1,2,
103542,20250,Service,1,2,
56304,7650,Service,1,5,
122339,11250,Service,1,1,
20115,13500,Service,1,0,
63523,9000,Commercial,0,5,
11235,14265,Retired,1,3,
1618,20250,Service,0,0,
49128,15750,Service,0,2,
116055,10108.35,Govt Job,1,0,
80718,29250,Retired,1,0,
126661,18000,Service,0,4,
65301,38250,Service,0,,
72574,11250,Commercial,1,1,
105499,9000,Service,0,3,
119070,13500,Service,0,,
89063,20250,Service,1,2,
27169,8550,Service,0,1,
9670,18000,Commercial,1,,
36402,36000,Service,1,0,
997,11250,Service,0,6,
110581,40500,Commercial,1,4,
78663,9000,Retired,1,0,
128898,36000,Commercial,1,0,
25223,13500,Service,0,1,
52327,9000,Service,1,2,
71533,18000,Govt Job,0,0,
18747,16650,Service,1,0,
16152,20250,Retired,0,2,
109182,15750,Retired,0,6,
104067,27000,Service,1,1,
107320,15750,Commercial,1,,
106383,18900,Commercial,0,1,
4135,13500,,0,0,
92795,27000,Service,1,2,
81720,22500,Service,1,0,
11760,13500,Retired,0,5,
25960,15750,Commercial,1,2,
77583,15300,Service,1,2,
70996,29250,Service,0,0,
110344,21150,Service,1,1,
48462,4500,Retired,0,,
123972,15300,Commercial,0,5,
56090,18000,Service,1,0,
99159,27000,Commercial,0,0,
10535,13500,Commercial,0,5,
43470,14519.25,Commercial,0,,
61429,15750,Service,1,3,
60083,15750,Commercial,1,3,
15811,16200,Service,0,1,
5730,9450,Service,0,0,
70964,22500,Service,0,1,
74259,13500,Service,1,,
126426,5400,Service,0,2,
66597,6750,Commercial,0,0,
18026,15750,Govt Job,0,1,
100369,8100,Service,0,3,
51246,9000,Service,1,4,
67348,38250,Service,0,2,
121608,13500,Service,1,4,
13747,6750,Service,,1,
93881,6750,Commercial,1,0,
98749,15750,Service,1,1,
111853,4185,Retired,1,,
88789,17100,Service,1,6,
22358,7650,Service,0,3,
100577,12600,Commercial,0,0,
92321,15750,Service,,2,
6148,13500,Retired,0,,
108707,20250,Service,1,0,
27961,12150,Service,1,0,
76761,13500,Commercial,1,0,
114068,11250,Service,0,1,
95586,16650,Service,0,,
65421,4500,Govt Job,1,4,
48507,37395,Service,0,6,
60202,15750,Commercial,1,,
64672,24750,Service,0,5,
48047,20250,Retired,1,2,
49310,15750,Commercial,0,2,
56913,20250,Service,,1,
69535,15750,Commercial,0,,
114734,9000,Retired,0,1,
38244,18000,Commercial,0,1,
9248,18000,Service,0,1,
56162,11250,Service,,0,
58029,15750,Retired,0,0,
56101,11250,Service,0,3,
55781,20250,Service,1,5,
110167,27000,Commercial,0,2,
56932,45000,Commercial,0,,
115052,13500,Service,1,,
96959,11250,Service,0,0,
2620,18000,Govt Job,0,,
98730,24750,Commercial,1,5,
35031,11250,Service,1,3,
29776,13500,Service,0,3,
71604,9000,Govt Job,0,0,
95892,15750,Retired,0,,
103190,25650,Commercial,0,0,
31557,18000,Retired,1,4,
126276,21150,Retired,1,1,
2254,21600,Govt Job,1,1,
79608,6300,Service,0,2,
47927,27000,Commercial,0,3,
108546,17550,Commercial,0,1,
34937,13500,Service,1,3,
82243,11250,Service,0,1,
37832,12600,Retired,0,3,
59806,12150,Service,1,0,
114047,9900,Service,1,0,
70134,11250,Service,0,6,
33148,36000,Service,0,0,
21390,20250,Retired,1,9,
117673,18000,Retired,0,,
39922,11250,Retired,0,1,
54379,24750,Commercial,0,0,
40039,14400,Govt Job,1,0,
99460,21600,Service,,,
72199,9000,Service,0,2,
64805,4275,Retired,1,0,
125000,18000,Commercial,0,1,
24282,15750,Service,0,1,
16815,31500,Service,1,1,
16887,20250,Commercial,1,1,
92803,12600,Retired,1,6,
124454,67500,Commercial,0,0,
111426,22500,Service,1,,
107925,11250,Service,0,1,
86565,13500,Commercial,1,0,
18144,11250,Govt Job,0,0,
81813,13500,Service,1,1,
61292,24750,Service,1,2,
69462,9000,Commercial,0,0,
70777,15750,Commercial,0,4,
10794,15750,Govt Job,1,2,
44559,18000,Service,0,,
80896,11250,Service,1,2,
27490,7200,Commercial,0,0,
55353,16200,Commercial,0,5,
48406,15750,Retired,0,1,
113774,10350,Service,0,2,
16412,10800,Service,1,2,
39990,36000,Commercial,,,
105672,20250,Service,1,0,
6072,25650,Service,0,2,
115066,45000,Commercial,1,1,
55348,22500,Service,0,,
62805,13500,Commercial,0,0,
32578,15750,Commercial,0,4,
108723,24750,Service,0,5,
104366,27000,Commercial,0,0,
7355,36000,Service,1,0,
6733,22500,Retired,0,0,
88745,13500,Service,0,3,
46098,,Commercial,1,0,
10963,9000,Retired,1,1,
18383,22500,Service,,1,
102232,,Service,0,5,
50817,29250,Retired,1,2,
60080,11250,Service,0,0,
41490,36000,Service,0,2,
82112,11250,Service,1,0,
29242,13500,,0,,
2097,14850,Commercial,1,,
93630,18000,,0,1,
70444,54000,Service,1,,
76854,17550,Service,1,5,
49833,13500,Retired,1,0,
65821,27000,Service,1,,
42875,11250,Service,0,,
109733,27000,Service,0,2,
825,22500,Service,0,,
10931,36000,Service,1,4,
5553,18000,Service,0,0,
83996,15750,Commercial,0,,
114197,20250,Commercial,0,6,
63628,6750,Service,1,,
128015,20250,Commercial,0,2,
61123,20250,Commercial,1,0,
23491,27000,Commercial,1,3,
74814,9000,Commercial,1,,
42799,13500,Service,0,3,
100498,20250,Service,1,1,
72224,13500,Service,0,7,
104032,24750,Service,1,1,
454,17100,Commercial,0,2,
81107,16200,Retired,0,1,
51162,54000,Service,0,1,
63645,18000,Commercial,0,1,
4313,13500,Service,1,0,
68619,4500,Govt Job,1,1,
69985,9900,Service,1,0,
37962,6750,Service,0,0,
128783,7362.45,Govt Job,0,0,
34911,13500,Commercial,1,,
76968,5400,Retired,0,1,
23097,22500,Commercial,,7,
52756,11250,Service,0,2,
20748,13500,Service,1,,
17099,36000,Service,1,2,
57432,24750,Service,1,3,
20320,14400,Service,1,0,
126180,22500,Retired,0,2,
7453,13500,Service,0,2,
71181,6750,Retired,0,2,
37912,29250,Commercial,1,4,
92511,11250,Commercial,0,4,
94536,11250,Commercial,0,4,
13081,11250,Commercial,0,,
27585,9900,Retired,1,1,
24626,11250,Service,0,1,
72062,40500,Commercial,0,1,
1271,18000,Service,0,6,
48690,27000,Commercial,1,,
7421,8100,Service,1,0,
117053,15300,Commercial,0,1,
5163,13500,Service,0,3,
65066,27000,Service,0,0,
21932,18000,Commercial,1,2,
44595,,Service,,1,
67126,6750,Service,0,4,
58508,20250,Service,0,4,
107446,14400,Service,1,0,
29777,13500,Service,0,1,
97110,12600,Service,1,0,
70699,18000,Service,1,4,
33123,54000,Commercial,1,0,
127556,9000,Retired,1,5,
66645,27000,,0,2,
24605,27000,Govt Job,1,1,
102487,15750,Commercial,0,2,
26484,31500,Govt Job,0,2,
58582,22500,Commercial,0,1,
72345,18900,Service,0,1,
90398,6750,,1,0,
127703,16650,Service,0,2,
128052,17100,Commercial,0,4,
101503,11250,Service,0,0,
3411,9000,,0,,
89215,22500,Service,,3,
7926,36000,Commercial,1,4,
39168,8100,Govt Job,0,4,
72693,18000,Service,1,1,
117616,18000,Commercial,1,1,
109691,18000,Service,0,5,
10244,5400,,1,2,
81945,10350,Service,1,0,
38109,20250,Govt Job,0,,
80234,20250,Commercial,0,4,
72916,13500,Service,1,0,
109849,5400,Retired,,3,
100187,20700,Commercial,1,,
123638,6750,Retired,0,2,
125936,27000,,1,4,
87622,6750,Service,0,2,
23814,15750,Commercial,0,3,
65278,13500,Service,0,0,
6831,19350,Retired,0,1,
114613,20250,Service,1,2,
112029,4050,Service,0,,
56355,13500,Commercial,1,2,
128633,18000,Govt Job,1,2,
113469,,Service,0,1,
58594,9000,Service,1,1,
68733,20250,Retired,0,3,
111527,9450,Service,1,0,
64432,18000,Retired,1,2,
67629,27000,Commercial,0,1,
17214,15750,Commercial,0,6,
39934,9900,Retired,0,2,
103517,27000,Govt Job,1,0,
114796,21600,Service,,,
66082,15750,Service,0,1,
52073,9000,Retired,1,7,
34997,8100,Retired,0,0,
4522,3150,Retired,0,3,
78343,9000,Service,1,0,
45695,10350,Service,1,0,
122380,11250,Govt Job,1,1,
1777,15750,Service,0,3,
104001,,Commercial,0,4,
117957,45000,Commercial,1,1,
30370,15750,,0,1,
19972,18000,Govt Job,1,,
13806,19800,Retired,1,0,
128114,12600,Service,1,2,
104645,18900,Service,0,1,
15923,15750,Service,1,3,
119024,18000,Service,1,0,
106579,24750,,1,4,
91389,36000,Service,1,3,
78644,42750,Service,0,1,
122177,15750,Service,0,,
23001,17550,Govt Job,1,0,
38563,11700,Service,0,0,
36276,13500,Commercial,1,1,
81058,13500,Commercial,1,2,
50194,24750,Service,0,2,
38472,15750,Service,1,6,
76225,22500,Commercial,0,1,
29539,22500,Service,0,,
100510,22500,Service,1,1,
32863,7650,Retired,1,0,
94053,13500,Retired,0,6,
42778,11250,Service,1,3,
37110,18000,Service,0,0,
17153,22500,Service,0,2,
127281,27000,Service,0,3,
54068,15750,Commercial,0,,
71314,13500,Commercial,1,1,
67423,15750,Service,0,0,
120283,13500,Retired,0,,
89308,20250,Service,0,0,
85591,15750,Commercial,0,3,
73953,13500,Commercial,1,0,
118966,17100,Service,1,2,
88896,11250,,0,3,
23213,13140,Commercial,0,6,
78498,13500,Service,0,1,
50021,22500,Govt Job,1,0,
15638,23850,Commercial,1,0,
123362,20250,Service,1,,
66887,13500,Service,1,1,
128244,10350,Retired,0,,
7156,11250,Retired,1,0,
11837,24750,Service,0,1,
117869,13500,Service,1,0,
13272,11250,Commercial,0,0,
48337,13500,Service,1,1,
97987,6750,Retired,1,5,
126432,14400,Service,0,,
29728,11250,,1,1,
19635,9000,Retired,1,0,
94484,15975,Retired,0,7,
52427,,Commercial,1,,
91266,13500,Service,1,3,
13934,22500,Service,1,2,
110156,22500,Commercial,1,0,
29093,13500,Service,1,5,
41565,5850,Service,0,3,
80432,13500,Service,1,0,
90471,20250,Commercial,0,5,
67449,3600,Commercial,0,,
32700,18000,Govt Job,1,4,
49917,18000,Service,1,5,
78255,18000,Commercial,0,2,
72787,7650,Service,1,2,
9515,18000,Retired,0,3,
28374,18000,Service,1,8,
59255,15750,Service,0,1,
73197,15750,Service,0,,
53138,27000,Service,0,0,
55178,6750,Commercial,1,0,
18011,40500,Service,0,2,
88142,20700,Service,0,2,
79784,11250,Retired,0,,
26134,11250,Service,0,4,
14971,13500,Service,1,4,
48023,6750,Service,1,2,
75096,15750,Commercial,0,2,
18192,15750,Retired,0,3,
32202,22500,Service,1,3,
47549,10800,Service,,0,
126493,13500,Commercial,0,5,
43387,15750,Service,0,0,
95506,5130,Retired,0,1,
21138,13500,Service,0,3,
49582,13500,Service,0,,
27591,,,0,2,
58327,33750,Commercial,1,3,
77023,13500,Service,0,4,
81552,12150,Service,1,1,
121523,16650,Govt Job,1,0,
57987,15750,Service,0,0,
77300,27000,Commercial,1,5,
105696,18000,Service,1,0,
73889,20250,Service,0,0,
89967,45000,Service,,,
63033,22500,Retired,0,0,
44456,17100,Service,0,3,
72140,22500,Service,0,4,
79774,5850,Retired,0,4,
4381,9000,Service,1,2,
34494,11250,Service,1,8,
116333,6750,Service,1,1,
103153,13500,Retired,0,3,
69485,27000,Service,0,1,
111281,18000,Service,1,1,
37570,29250,Retired,0,5,
101433,15750,Service,1,2,
86938,11250,Service,0,0,
60146,,Retired,1,0,
44553,13500,Commercial,1,1,
78759,9900,Commercial,0,0,
111257,24750,Retired,0,0,
58527,20250,Retired,0,0,
115236,20250,Commercial,0,1,
40444,22500,Service,1,,
35522,29250,Govt Job,0,7,
37190,13500,Service,0,3,
24508,15750,Service,1,1,
51297,11250,Retired,0,2,
129515,15750,Service,1,0,
122401,27000,Commercial,0,0,
114738,15750,Commercial,0,0,
31063,15750,Service,1,5,
9816,12375,Service,0,3,
37874,18000,Commercial,0,2,
22958,12600,Service,1,6,
40087,,Commercial,1,2,
82727,20250,Service,0,1,
871,11250,Retired,0,5,
102231,,Retired,1,2,
63098,,Retired,1,3,
91698,36000,Commercial,0,5,
20967,38250,Govt Job,0,2,
45496,8100,Service,0,1,
73022,8100,Service,1,2,
50621,11250,Commercial,0,,
128865,27000,Commercial,1,0,
110189,15750,Govt Job,1,2,
97573,9000,Service,0,1,
37661,18000,Service,1,,
87257,13500,Commercial,0,1,
61500,45000,Service,0,2,
26802,20250,Retired,0,0,
86613,13500,Commercial,0,0,
63291,13500,Service,,5,
954,15750,Commercial,0,3,
15169,22500,Govt Job,1,,
38071,20250,Retired,1,2,
101117,11250,Retired,1,5,
50827,22500,Service,1,,
36983,9000,,,8,
129272,42750,Commercial,1,0,
59840,22500,Commercial,1,3,
39651,9900,Service,0,1,
68647,20250,,0,0,
107781,15750,Service,1,2,
89585,11250,Service,1,1,
118354,18000,Service,0,,
32491,45000,Retired,1,0,
15251,30600,Service,1,7,
58325,20250,Govt Job,0,2,
67931,18000,Service,0,0,
18325,5400,Retired,1,2,
47336,29250,Govt Job,1,6,
59612,20250,Commercial,0,,
83793,22950,Service,0,0,
1895,11250,Service,1,6,
97239,18000,Service,1,0,
25449,15750,Govt Job,1,1,
86262,15750,Service,0,0,
111800,21790.8,Service,0,0,
87196,13500,Service,0,2,
28045,27000,Service,0,1,
41806,15750,Service,0,3,
3302,9000,Commercial,0,,
42634,22500,Service,,1,
120497,22500,Service,0,0,
103654,18000,Service,1,2,
86476,18000,Commercial,0,0,
35521,12150,Service,1,9,
104607,15750,Service,0,0,
23741,9000,Service,1,,
96912,9000,Commercial,0,0,
123833,13500,Commercial,0,2,
61844,15750,Service,0,1,
80274,22500,Service,1,1,
8406,9900,Retired,0,,
121138,27000,Commercial,1,0,
52519,11250,Service,0,3,
78337,,Commercial,1,0,
30240,,Retired,1,0,
9777,36000,Service,1,6,
32655,7875,Retired,1,4,
68129,15750,Service,0,0,
51211,24750,Service,0,5,
72508,,Commercial,0,1,
98695,18000,Service,1,1,
104149,27000,Commercial,0,0,
116314,15750,Retired,0,2,
29582,11250,Service,0,1,
17774,21150,Service,0,1,
105414,,Service,0,6,
88202,45000,Retired,1,,
88605,24750,Service,1,1,
110064,15750,Service,1,0,
21021,19350,Govt Job,1,0,
93993,11250,Service,1,,
75273,11250,Service,0,5,
37520,5400,,0,0,
48726,22500,,1,0,
83906,14850,Govt Job,1,4,
17026,11250,Service,0,0,
22645,9000,Service,1,1,
28318,18000,Commercial,1,2,
46515,18900,Commercial,1,0,
42105,12150,Service,0,0,
101719,13500,Service,1,,
88972,11700,Service,1,1,
82389,13500,Service,0,5,
228,15750,Service,1,3,
31956,11250,,0,0,
110587,21600,Service,1,6,
61495,11250,Service,1,2,
93213,15750,Service,0,1,
118907,9000,Service,1,0,
41960,36000,Govt Job,1,1,
105421,9000,Commercial,1,2,
107514,24750,Commercial,1,0,
83498,13500,Service,0,,
63844,90000,Service,1,2,
104540,13500,Service,0,1,
109212,9000,Retired,1,5,
93843,40500,Commercial,0,1,
44051,20250,Service,0,1,
61111,17550,Service,,1,
55530,18000,Service,0,3,
115685,36000,Commercial,1,0,
72141,19350,Retired,0,1,
53741,20250,Retired,0,,
47681,20250,Commercial,0,0,
94647,20250,Service,0,0,
34505,9000,Service,0,2,
79573,11250,Service,0,0,
82110,18900,Govt Job,0,2,
93269,27000,Service,0,4,
86166,11250,Service,0,0,
3845,20250,Commercial,,0,
67344,8100,Service,0,,
42780,5400,Service,0,0,
93313,40500,Commercial,0,3,
51569,13500,Service,0,,
52286,6750,Service,1,1,
70995,9000,Retired,1,4,
121143,9000,,1,3,
6889,15750,Service,0,0,
53181,29250,Commercial,0,0,
7827,13500,Commercial,1,1,
69608,13500,Commercial,0,1,
105968,8100,Service,0,1,
12745,22500,Service,1,2,
57869,18000,Service,1,3,
90588,9000,Service,1,2,
18819,15750,Commercial,1,0,
93251,22500,Commercial,0,4,
36063,22500,Commercial,1,,
39065,11250,Service,1,0,
114587,15750,Service,,0,
111949,9000,Retired,0,1,
93155,,Govt Job,0,1,
115542,8100,Retired,0,7,
48886,12600,Retired,1,,
110732,18000,Commercial,0,1,
89273,11250,Govt Job,0,4,
117516,15750,Commercial,0,1,
99090,11250,Service,1,,
18750,36000,Service,1,2,
42717,9000,Retired,1,2,
44502,15750,Service,0,4,
4703,22500,Govt Job,0,9,
34261,9000,Commercial,1,1,
71547,7650,Service,0,0,
77832,11250,Commercial,1,2,
126343,16200,Retired,0,2,
63857,11250,Commercial,1,2,
53957,33750,Govt Job,1,1,
51629,13500,Commercial,1,0,
75924,9000,Retired,1,2,
32211,10800,Retired,1,1,
4873,20250,Service,1,2,
77478,9000,Service,0,0,
18684,13500,Govt Job,1,5,
37657,18000,Service,1,0,
92202,21600,Service,,0,
45191,14400,Service,1,1,
19967,27000,Service,1,1,
21630,20250,,1,1,
58565,20250,Service,0,0,
120560,18000,Service,0,0,
86703,8100,Commercial,0,5,
